OrderID,Location,DeliveryType,Channel,OrderDate,OrderTime,OrderUUID,WorkflowUUID,OrderStartTime,OrderAcceptedTime,CourierArrivalTime,CourierStartedTime,CourierArrivalTime,CourierEndedTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,Country,CountryCode,City,OrderStatus,DeliveryStatus,IsScheduled,IsCompleted,MenuItemCount,CurrencyCode,GrossAOV,TimeToConfirm,OriginalPrepTime,IsPrepTimeIncreased,IncreasedPrepTime,TotalDeliveryTime,CourierRxWaitTime,TotalRxTime,StackingType,OrderDeviceType,IsSubscription,PrimaryKey
#DE501,Prenzlauer Berg,Delivery,UberEats,2023-06-11,22:56:52,39615764-7186-501d-9e28-59f7d4a8385c,5c6dd50d-2097-4911-ad5b-7c0c02cde501,22:56:52,22:57:07,23:08:30,23:17:50,23:08:30,23:28:11,00:00:15,00:11:23,00:09:20,00:07:05,00:03:16,00:31:19,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.4,00:00:15,00:10:17,False,0.0,10.35,00:09:19,00:20:43,Multi Merchant,iOS,False,#DE501 - Prenzlauer Berg - 2023-06-11
#06A68,Kreuzberg,Delivery,UberEats,2023-06-12,13:17:59,88307c7b-0850-5c16-bb73-05e4bffa05ad,0ae2c215-0d5d-4c28-ace1-30db39006a68,13:17:59,13:18:08,13:32:28,13:33:06,13:32:28,13:39:25,00:00:09,00:14:20,00:00:38,00:04:18,00:02:01,00:21:25,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.4,00:00:09,00:16:51,False,0.0,6.32,00:00:37,00:14:58,Multi Merchant,Android,False,#06A68 - Kreuzberg - 2023-06-12
#868CE,Mitte,Delivery,UberEats,2023-06-12,13:37:49,b4893276-a3d1-5d5d-a665-bb38522ceb43,3cbb29f0-b00f-4aff-9ad6-62fabca868ce,13:37:49,13:38:06,13:44:43,14:02:50,13:44:43,14:23:29,00:00:17,00:06:37,00:18:07,00:19:14,00:01:25,00:45:24,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,15.3,00:00:01,00:15:08,False,0.0,20.65,00:18:07,00:24:43,Multi Merchant,Android,True,#868CE - Mitte - 2023-06-12
#401E4,Mitte,Delivery,UberEats,2023-06-12,13:48:32,1b689920-e4cb-5bf6-b864-0d85cbff0d7f,f2176605-c2b8-4501-905b-67c6dfc401e4,13:48:32,13:48:34,14:03:30,14:05:44,14:03:30,14:16:39,00:00:02,00:14:56,00:02:14,00:07:06,00:03:49,00:28:07,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.4,00:00:01,00:20:54,False,0.0,10.92,00:02:13,00:17:10,Multi Merchant,iOS,True,#401E4 - Mitte - 2023-06-12
#EFF5E,Prenzlauer Berg,Delivery,UberEats,2023-06-12,13:51:32,4a9e6194-c4bf-51c7-8f8d-848feaf38801,15edaa97-47d1-4a4c-88e5-ae14858eff5e,13:51:32,13:51:47,14:00:18,14:03:08,14:00:18,14:11:21,00:00:15,00:08:31,00:02:50,00:03:10,00:05:03,00:19:46,Germany,DEU,Berlin,Completed,Completed,False,True,8,EUR,41.8,00:00:12,00:07:24,False,0.0,8.22,00:02:49,00:11:21,Non Batched,iOS,True,#EFF5E - Prenzlauer Berg - 2023-06-12
#75235,Prenzlauer Berg,Delivery,UberEats,2023-06-12,15:20:02,c3dd9a94-525b-54c8-8ae4-541f7808c789,94c2ef5c-9b4a-415a-818e-33853fe75235,15:20:02,15:20:13,15:30:47,15:32:34,15:30:47,15:50:19,00:00:11,00:10:34,00:01:47,00:16:14,00:01:31,00:30:16,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,17.6,00:00:10,00:06:34,False,0.0,17.75,00:01:46,00:12:21,Non Batched,iOS,False,#75235 - Prenzlauer Berg - 2023-06-12
#42432,Kreuzberg,Delivery,UberEats,2023-06-12,15:21:13,40323a55-f7be-5cf2-9ec3-5fb28b80e85e,1f732b11-20aa-43ea-8d53-46aa48b42432,15:21:13,15:21:22,15:27:59,15:37:04,15:27:59,16:05:15,00:00:09,00:06:37,00:09:05,00:26:23,00:01:48,00:44:01,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,12.6,00:00:09,00:16:04,False,0.0,28.18,00:09:04,00:15:42,Multi Merchant,Android,True,#42432 - Kreuzberg - 2023-06-12
#47F7A,Prenzlauer Berg,Delivery,UberEats,2023-06-12,16:03:05,fe9578e3-ad0f-53a8-ad2f-1f1cf7f69be6,455c9061-abd8-4d26-915e-a63afaf47f7a,16:03:05,16:03:28,16:12:09,16:13:04,16:12:09,16:29:20,00:00:23,00:08:41,00:00:55,00:11:06,00:05:10,00:26:15,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:22,00:05:19,False,0.0,16.27,00:00:55,00:09:36,Non Batched,iOS,True,#47F7A - Prenzlauer Berg - 2023-06-12
#2E41E,Kreuzberg,Delivery,UberEats,2023-06-12,16:05:42,c0f0ab9b-4401-5858-8a8b-ef0378270819,a8b986c2-d14d-4f3a-92c0-bdb7a142e41e,16:05:42,16:05:59,16:32:56,16:33:18,16:32:56,16:38:09,00:00:17,00:26:57,00:00:22,00:02:59,00:01:52,00:32:27,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,33.3,00:00:16,00:19:24,False,0.0,4.85,00:00:22,00:27:19,Non Batched,iOS,False,#2E41E - Kreuzberg - 2023-06-12
#4DD49,Kreuzberg,Delivery,UberEats,2023-06-12,17:45:12,02a1016f-2491-5b94-aa6b-a686e19c7aad,fb435511-1fd2-4f97-8d37-36e7a744dd49,17:45:12,17:45:30,18:01:52,18:05:06,18:01:52,18:22:43,00:00:18,00:16:22,00:03:14,00:15:54,00:01:43,00:37:31,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,24.4,00:00:18,00:20:18,False,0.0,17.62,00:03:13,00:19:36,Multi Merchant,iOS,False,#4DD49 - Kreuzberg - 2023-06-12
#5FF58,Charlottenburg,Delivery,UberEats,2023-06-12,18:03:59,fa222b49-935f-5e40-9bd1-e73568923cee,dd123676-541f-48bd-80d2-c2cce2a5ff58,18:03:59,18:04:00,18:22:06,00:00:00,18:22:06,00:00:00,00:00:01,00:18:06,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Failed,Driver_Canceled,False,False,3,EUR,17.8,00:00:01,00:14:15,False,0.0,,,,,iOS,False,#5FF58 - Charlottenburg - 2023-06-12
#36326,Prenzlauer Berg,Delivery,UberEats,2023-06-12,18:21:10,ec6cc574-4a61-5b05-ace7-6969af42217e,08bee09a-967d-4ce5-9a26-d32e9d336326,18:21:10,18:21:16,18:40:56,18:41:33,18:40:56,18:57:31,00:00:06,00:19:40,00:00:37,00:13:31,00:02:27,00:36:21,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,23.1,00:00:06,00:12:04,False,0.0,15.97,00:00:37,00:20:16,Multi Merchant,iOS,False,#36326 - Prenzlauer Berg - 2023-06-12
#FC661,Prenzlauer Berg,Delivery,UberEats,2023-06-12,18:30:42,be64779e-e661-5032-9bf1-830f7aa351e0,b13bbded-e91c-4699-8bac-40e239efc661,18:30:42,18:30:47,18:48:30,18:48:59,18:48:30,19:00:03,00:00:05,00:17:43,00:00:29,00:10:42,00:00:22,00:29:21,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,34.9,00:00:04,00:10:31,False,0.0,11.07,00:00:28,00:18:12,Non Batched,iOS,True,#FC661 - Prenzlauer Berg - 2023-06-12
#72B3D,Prenzlauer Berg,Delivery,UberEats,2023-06-12,18:49:01,e5f39cfe-51a6-5b06-9d03-6d3c6f33bd75,5c82d4b6-d289-40b9-a387-f1870a472b3d,18:49:01,18:49:08,19:00:09,19:03:08,19:00:09,19:16:34,00:00:07,00:11:01,00:02:59,00:11:29,00:01:57,00:27:33,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.7,00:00:07,00:05:33,False,0.0,13.43,00:02:58,00:14:00,Multi Merchant,Android,False,#72B3D - Prenzlauer Berg - 2023-06-12
#268CF,Samariterkiez,Delivery,UberEats,2023-06-12,19:03:38,090a56ac-e71c-508b-8ac2-a90953c2f485,80741fa4-3026-437b-ac62-2d89b6a268cf,19:03:38,19:03:49,19:47:17,19:49:22,19:47:17,20:02:50,00:00:11,00:43:28,00:02:05,00:06:36,00:06:52,00:59:12,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,37.5,00:00:10,00:41:25,False,0.0,13.47,00:02:04,00:45:33,Non Batched,Android,True,#268CF - Samariterkiez - 2023-06-12
#AC159,Samariterkiez,Delivery,UberEats,2023-06-12,19:06:29,995477a8-57d6-56da-8918-0e3aa5354818,7c1a59a2-e23c-43da-a9b4-04ad224ac159,19:06:29,19:06:56,19:50:39,19:54:19,19:50:39,20:14:04,00:00:27,00:43:43,00:03:40,00:19:08,00:00:37,01:07:34,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.5,00:00:27,00:47:32,False,0.0,19.75,00:03:40,00:47:22,Multi Merchant,iOS,False,#AC159 - Samariterkiez - 2023-06-12
#C7354,Mitte,Delivery,UberEats,2023-06-12,19:10:01,7f819a70-bff4-5ac7-bbc9-7369a4aed5f9,291f0682-63b1-4d58-be8f-fd7e369c7354,19:10:01,19:10:03,19:27:13,19:34:12,19:27:13,20:06:38,00:00:02,00:17:10,00:06:59,00:31:25,00:01:01,00:56:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,17.2,00:00:01,00:16:36,False,0.0,32.43,00:06:58,00:24:09,Multi Merchant,iOS,True,#C7354 - Mitte - 2023-06-12
#A791E,Schillerkiez,Delivery,UberEats,2023-06-12,19:12:12,09a94a81-d4a6-5915-84cd-cd104674e3fe,efd126ea-0a65-4008-bd86-36ce5eca791e,19:12:12,19:12:47,00:00:00,00:00:00,00:00:00,00:00:00,00:00:35,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Canceled,Unfulfilled,False,False,4,EUR,,00:00:27,00:47:11,False,0.0,,,,,iOS,True,#A791E - Schillerkiez - 2023-06-12
#5B754,Mitte,Delivery,UberEats,2023-06-12,19:19:21,84d57d9b-994d-5da9-9cc0-adbd73abbc81,584a91fb-a630-446a-9462-1b0b0bf5b754,19:19:21,19:19:23,19:32:37,19:36:16,19:32:37,20:06:12,00:00:02,00:13:14,00:03:39,00:00:00,00:00:00,00:46:51,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,17.3,00:00:01,00:15:57,False,0.0,29.93,00:03:39,00:16:52,Multi Merchant,iOS,False,#5B754 - Mitte - 2023-06-12
#BCF96,Prenzlauer Berg,Delivery,UberEats,2023-06-12,19:37:14,edfdedd5-5719-5730-b8e4-a565463d2d99,71646855-ae50-4ea2-ad46-32f1053bcf96,19:37:14,19:37:24,19:52:33,19:53:41,19:52:33,20:02:30,00:00:10,00:15:09,00:01:08,00:02:52,00:05:57,00:25:16,Germany,DEU,Berlin,Completed,Completed,False,True,7,EUR,54.6,00:00:10,00:10:41,False,0.0,8.82,00:01:07,00:16:16,Non Batched,iOS,False,#BCF96 - Prenzlauer Berg - 2023-06-12
#2A3DF,Prenzlauer Berg,Delivery,UberEats,2023-06-12,20:05:48,4333e8cd-944a-582e-aa90-179df36c1c70,7c38463c-26a7-48cf-91e8-9f834e92a3df,20:05:48,20:05:57,20:27:05,20:28:15,20:27:05,20:48:35,00:00:09,00:21:08,00:01:10,00:17:50,00:02:30,00:42:46,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.2,00:00:09,00:09:18,False,0.0,20.33,00:01:10,00:22:18,Multi Merchant,iOS,False,#2A3DF - Prenzlauer Berg - 2023-06-12
#1531E,Kreuzberg,Delivery,UberEats,2023-06-12,20:08:06,940350db-8bb9-5100-919d-e64aa7c277b0,7b828b7c-5e86-4b3d-bed3-7d228111531e,20:08:06,20:08:26,20:23:27,20:27:51,20:23:27,20:43:21,00:00:20,00:15:01,00:04:24,00:13:56,00:01:34,00:35:15,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:19,00:20:12,False,0.0,15.5,00:04:24,00:19:25,Multi Merchant,iOS,True,#1531E - Kreuzberg - 2023-06-12
#2F64F,Prenzlauer Berg,Delivery,UberEats,2023-06-12,20:14:00,2f8c51f2-89c1-54e0-9b38-3ac279a0986e,5e960c6d-c841-416e-a5b3-8502b1d2f64f,20:14:00,20:14:10,20:32:35,20:35:04,20:32:35,20:48:18,00:00:10,00:18:25,00:02:29,00:08:52,00:04:22,00:34:18,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:10,00:12:13,False,0.0,13.23,00:02:28,00:20:54,Multi Merchant,Android,False,#2F64F - Prenzlauer Berg - 2023-06-12
#05D60,Kreuzberg,Delivery,UberEats,2023-06-12,20:15:48,57373a17-da2c-5bb3-9ee1-af79cdd06317,f70c4712-eec0-48a2-ba75-04fdc4005d60,20:15:48,20:16:18,20:36:49,20:41:45,20:36:49,21:20:30,00:00:30,00:20:31,00:04:56,00:37:48,00:00:57,01:04:42,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,25.0,00:00:30,00:19:59,False,0.0,38.75,00:04:55,00:25:27,Non Batched,iOS,False,#05D60 - Kreuzberg - 2023-06-12
#5BAB1,Prenzlauer Berg,Delivery,UberEats,2023-06-12,20:30:51,04746780-c11c-57ef-844c-ac25f6435d6a,85f07b3a-6f0d-41ec-b9e2-7c134d35bab1,20:30:51,20:30:58,20:39:16,20:43:17,20:39:16,20:57:09,00:00:07,00:08:18,00:04:01,00:11:39,00:02:13,00:26:18,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.6,00:00:07,00:05:10,False,0.0,13.87,00:04:01,00:12:19,Multi Merchant,iOS,True,#5BAB1 - Prenzlauer Berg - 2023-06-12
#91877,Kreuzberg,Pickup,UberEats,2023-06-12,21:00:30,3217f443-eb5b-53a5-810e-86bd42ee4891,02783c44-9dc7-4f2c-8aa6-6df211591877,21:00:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,1,EUR,,,,False,0.0,,,,,iOS,False,#91877 - Kreuzberg - 2023-06-12
#40469,Kreuzberg,Delivery,UberEats,2023-06-12,21:23:37,b2479ba7-5c6a-5cdb-9c18-428e7a188b43,ca4b3051-4509-4108-9efd-c8ac2f540469,21:23:37,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,Android,False,#40469 - Kreuzberg - 2023-06-12
#47DDD,Kreuzberg,Delivery,UberEats,2023-06-12,21:36:05,14fc7e99-eb5f-5271-a068-8d2007037229,8019bd42-5af3-4a10-b1b8-67b679047ddd,21:36:05,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,iOS,True,#47DDD - Kreuzberg - 2023-06-12
#B809E,Prenzlauer Berg,Delivery,UberEats,2023-06-12,21:37:36,55d540ed-0720-5fd9-8722-60ffa5b5417e,cce952bc-79a3-4744-a040-7537c79b809e,21:37:36,21:37:42,21:51:01,21:52:08,21:51:01,22:18:14,00:00:06,00:13:19,00:01:07,00:24:29,00:01:37,00:40:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:06,00:09:35,False,0.0,26.1,00:01:07,00:14:25,Multi Merchant,iOS,False,#B809E - Prenzlauer Berg - 2023-06-12
#E40C1,Prenzlauer Berg,Delivery,UberEats,2023-06-12,21:52:09,8e389b3c-554e-590e-80f5-abc2f845b56f,bda2dd66-2aef-4afd-aa77-af75a32e40c1,21:52:09,21:52:17,22:01:14,22:02:22,22:01:14,22:09:24,00:00:08,00:08:57,00:01:08,00:02:04,00:04:58,00:17:15,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,21.6,00:00:07,00:06:22,False,0.0,7.03,00:01:07,00:10:04,Non Batched,Android,False,#E40C1 - Prenzlauer Berg - 2023-06-12
#D9941,Prenzlauer Berg,Delivery,UberEats,2023-06-12,22:25:48,9e6b285b-4794-563f-8718-36566922dbef,9b2d2ae8-a043-4416-aba2-3eea127d9941,22:25:48,22:26:00,22:44:07,22:45:18,22:44:07,22:49:03,00:00:12,00:18:07,00:01:11,00:01:12,00:02:33,00:23:15,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:12,00:05:54,False,0.0,3.75,00:01:10,00:19:18,Non Batched,iOS,False,#D9941 - Prenzlauer Berg - 2023-06-12
#05E80,Nollendorfkiez,Delivery,UberEats,2023-06-13,09:44:22,83acb0f4-c86b-59ea-906f-06769cdee775,06309ab7-b18f-4a05-a50a-bb484a405e80,09:44:22,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,Unfulfilled,False,False,2,EUR,,,,False,0.0,,,,,Web,True,#05E80 - Nollendorfkiez - 2023-06-13
#7B46D,Prenzlauer Berg,Delivery,UberEats,2023-06-13,11:59:37,9dfa92d6-8ff0-5495-9ea2-6b711dd10542,ad9abb8a-f863-4208-be7c-7fbfdd07b46d,11:59:37,11:59:45,12:12:48,12:16:44,12:12:48,12:22:52,00:00:08,00:13:03,00:03:56,00:05:34,00:00:34,00:23:15,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.7,00:00:07,00:10:16,False,0.0,6.13,00:03:55,00:16:58,Non Batched,iOS,True,#7B46D - Prenzlauer Berg - 2023-06-13
#BC109,Samariterkiez,Delivery,UberEats,2023-06-13,12:05:19,a980e27e-31fa-50d7-b062-41157b25e3fe,43adeed3-e8a3-43a0-b8f7-77921cebc109,12:05:19,12:05:43,12:40:07,12:41:17,12:40:07,13:18:25,00:00:24,00:34:24,00:01:10,00:35:37,00:01:31,01:13:06,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.1,00:00:24,00:38:16,False,0.0,37.13,00:01:10,00:35:34,Multi Merchant,iOS,False,#BC109 - Samariterkiez - 2023-06-13
#A65C2,Nollendorfkiez,Delivery,UberEats,2023-06-13,12:16:24,3bd2235b-d049-5409-8150-d308eaffb942,44cd36ea-54df-456a-b3b7-7ccd5aca65c2,12:16:24,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,3,EUR,,,,False,0.0,,,,,iOS,True,#A65C2 - Nollendorfkiez - 2023-06-13
#A5F7A,Prenzlauer Berg,Delivery,UberEats,2023-06-13,13:19:08,16cb3174-1436-5318-9558-a6670f3c7c73,934b2b36-cd09-4025-9a2d-a5d6e04a5f7a,13:19:08,13:19:12,13:28:02,13:29:14,13:28:02,13:35:40,00:00:04,00:08:50,00:01:12,00:02:08,00:04:18,00:16:31,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,16.5,00:00:04,00:06:52,False,0.0,6.43,00:01:12,00:10:01,Non Batched,iOS,True,#A5F7A - Prenzlauer Berg - 2023-06-13
#07508,Prenzlauer Berg,Delivery,UberEats,2023-06-13,13:28:18,059e1338-72fb-5205-b46d-ac44a7807016,d67c6697-f91c-4e6d-98f4-4546c7e07508,13:28:18,13:28:28,13:50:53,13:53:14,13:50:53,14:01:35,00:00:10,00:22:25,00:02:21,00:05:39,00:02:42,00:33:16,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:10,00:22:17,False,0.0,8.35,00:02:21,00:24:46,Non Batched,iOS,False,#07508 - Prenzlauer Berg - 2023-06-13
#D1B3F,Kreuzberg,Delivery,UberEats,2023-06-13,13:29:32,e878dfcd-751f-5975-b2f7-4e8b2a04808a,3b755b69-d204-43ea-ab94-8b30485d1b3f,13:29:32,13:29:44,14:02:58,14:07:15,14:02:58,14:12:24,00:00:12,00:33:14,00:04:17,00:03:03,00:02:06,00:42:52,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:12,00:30:56,False,0.0,5.15,00:04:16,00:37:31,Non Batched,Android,True,#D1B3F - Kreuzberg - 2023-06-13
#7E427,Kreuzberg,Delivery,UberEats,2023-06-13,15:07:55,b8bd8b81-fdc1-5e73-951e-79d4f569cde5,6cf2556b-2499-45c3-b81b-aaf94d57e427,15:07:55,15:08:04,15:13:34,15:20:57,15:13:34,15:38:30,00:00:09,00:05:30,00:07:23,00:14:50,00:02:43,00:30:34,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,15.2,00:00:09,00:13:05,False,0.0,17.55,00:07:22,00:12:52,Multi Merchant,iOS,False,#7E427 - Kreuzberg - 2023-06-13
#CEC38,Kreuzberg,Delivery,UberEats,2023-06-13,15:32:24,d5a3caad-f8ee-5c88-a178-48464a4b95ec,c1eb4528-a49f-435a-9252-9ff5bcccec38,15:32:24,15:32:39,15:54:26,15:55:28,15:54:26,16:12:51,00:00:15,00:21:47,00:01:02,00:15:55,00:01:28,00:40:27,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:15,00:19:13,False,0.0,17.38,00:01:01,00:22:49,Multi Merchant,iOS,False,#CEC38 - Kreuzberg - 2023-06-13
#7868C,Charlottenburg,Delivery,UberEats,2023-06-13,15:42:54,245fc2a9-59ea-5123-a788-c3d47e5f2899,56603f74-b2d9-4400-9a32-7e31ca77868c,15:42:54,15:43:08,15:54:55,16:03:05,15:54:55,16:09:40,00:00:14,00:11:47,00:08:10,00:04:19,00:02:16,00:26:33,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,14.7,00:00:01,00:12:21,False,0.0,6.58,00:08:10,00:19:57,Non Batched,iOS,False,#7868C - Charlottenburg - 2023-06-13
#EB5ED,Kreuzberg,Delivery,UberEats,2023-06-13,16:13:53,042a770e-4fc7-5537-9de5-2eadf8949f93,47439761-e3bc-496c-9ebb-fa6fce6eb5ed,16:13:53,16:14:09,16:24:29,16:25:07,16:24:29,16:36:49,00:00:16,00:10:20,00:00:38,00:08:26,00:03:16,00:22:55,Germany,DEU,Berlin,Completed,Completed,False,True,1,EUR,11.4,00:00:16,00:07:33,False,0.0,11.7,00:00:37,00:10:58,Non Batched,iOS,False,#EB5ED - Kreuzberg - 2023-06-13
#2A33F,Charlottenburg,Delivery,UberEats,2023-06-13,16:53:20,17ab2cbe-ccc4-50d5-8240-f29b012f5f59,822270a3-6bf8-4ca8-aadb-280de8a2a33f,16:53:20,16:53:24,17:06:38,17:09:17,17:06:38,17:16:42,00:00:04,00:13:14,00:02:39,00:04:09,00:03:16,00:23:22,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.7,00:00:04,00:11:51,False,0.0,7.42,00:02:39,00:15:52,Non Batched,iOS,False,#2A33F - Charlottenburg - 2023-06-13
#AC5EF,Prenzlauer Berg,Delivery,UberEats,2023-06-13,17:16:27,4a50bb67-4bff-5cd8-8b26-9afad5c92eb4,ba63adbc-d4f0-404a-bb51-0377dccac5ef,17:16:27,17:16:47,17:30:12,17:31:15,17:30:12,17:49:40,00:00:20,00:13:25,00:01:03,00:16:06,00:02:19,00:33:13,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,14.9,00:00:19,00:07:12,False,0.0,18.42,00:01:03,00:14:28,Multi Merchant,iOS,False,#AC5EF - Prenzlauer Berg - 2023-06-13
#34A9F,Prenzlauer Berg,Delivery,UberEats,2023-06-13,17:21:03,4a4f3f39-3f0a-592b-9de7-ba32f18e0e00,1c0300d7-33fc-44cb-9e25-b2b40f334a9f,17:21:03,17:21:15,17:45:27,17:47:19,17:45:27,18:06:21,00:00:12,00:24:12,00:01:52,00:16:01,00:03:01,00:45:18,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,25.4,00:00:12,00:10:32,False,0.0,19.03,00:01:52,00:26:04,Multi Merchant,Android,False,#34A9F - Prenzlauer Berg - 2023-06-13
#A6F80,Kreuzberg,Delivery,UberEats,2023-06-13,17:34:29,06a89ce4-99a8-5889-8504-dac4f5b18092,d885e5d6-17bc-46b5-a26c-f96e55ea6f80,17:34:29,17:34:44,18:07:04,18:08:38,18:07:04,18:16:33,00:00:15,00:32:20,00:01:34,00:05:46,00:02:09,00:42:04,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.1,00:00:15,00:30:22,False,0.0,7.92,00:01:34,00:33:54,Multi Merchant,iOS,True,#A6F80 - Kreuzberg - 2023-06-13
#BA934,Charlottenburg,Delivery,UberEats,2023-06-13,17:38:35,4fc7dca3-5797-5516-a059-15fa002267a6,79b74816-3577-402a-a373-db0f038ba934,17:38:35,17:38:39,17:51:22,17:52:59,17:51:22,18:09:10,00:00:04,00:12:43,00:01:37,00:14:40,00:01:31,00:30:34,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,17.7,00:00:04,00:11:08,False,0.0,16.18,00:01:37,00:14:19,Multi Merchant,iOS,True,#BA934 - Charlottenburg - 2023-06-13
#5C7BF,Leipzig Mitte,Delivery,UberEats,2023-06-13,17:45:49,428b765b-4af9-5270-b121-b32cf06e896f,ec1f997b-067f-4746-8eca-86bfbce5c7bf,17:45:49,17:46:00,18:07:56,18:09:38,18:07:56,18:19:08,00:00:11,00:21:56,00:01:42,00:06:50,00:02:40,00:33:12,Germany,DEU,Leipzig,Completed,Completed,False,True,3,EUR,17.2,00:00:04,00:22:48,False,0.0,9.5,00:01:42,00:23:37,Non Batched,iOS,False,#5C7BF - Leipzig Mitte - 2023-06-13
#D56F2,Charlottenburg,Delivery,UberEats,2023-06-13,17:58:02,bc05d4ce-3249-59bf-9da5-ebedaa61d512,8f7a1be1-7301-44dd-a169-84a6c24d56f2,17:58:02,17:58:04,18:15:30,18:17:54,18:15:30,18:27:05,00:00:02,00:17:26,00:02:24,00:06:52,00:02:19,00:29:03,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,21.2,00:00:01,00:12:12,False,0.0,9.18,00:02:24,00:19:49,Non Batched,iOS,False,#D56F2 - Charlottenburg - 2023-06-13
#1493B,Kreuzberg,Delivery,UberEats,2023-06-13,18:04:18,a4432d77-fd3e-5d65-bf71-310cf5a2e7ef,8e35bdb2-9153-47b0-abe3-50d83011493b,18:04:18,18:04:27,18:23:20,18:24:13,18:23:20,18:44:56,00:00:09,00:18:53,00:00:53,00:17:00,00:03:43,00:40:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.3,00:00:09,00:19:03,False,0.0,20.72,00:00:52,00:19:46,Multi Merchant,Android,True,#1493B - Kreuzberg - 2023-06-13
#85A5A,Leipzig Mitte,Delivery,UberEats,2023-06-13,18:30:18,679d5e1b-0444-51d7-b1fd-8c95f123be92,faba1354-3d76-46b4-af3e-f4d5f1a85a5a,18:30:18,18:30:21,19:10:44,19:13:01,19:10:44,19:22:48,00:00:03,00:40:23,00:02:17,00:08:28,00:01:19,00:52:30,Germany,DEU,Leipzig,Completed,Completed,False,True,5,EUR,41.1,00:00:03,00:25:04,False,0.0,9.78,00:02:16,00:42:40,Non Batched,iOS,True,#85A5A - Leipzig Mitte - 2023-06-13
