PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,City,OrderStatus,DeliveryStatus,DeliveryType,GrossAOV,StackingType,WorkflowUUID,OrderUUID,IsScheduled,IsSubscription,OrderStartTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,OrderIssue,TotalRefund,RefundCoveredByMerchant,RefundNotCoveredByMerchant,RatingScore
#401E4 - Mitte - 2023-06-12,Mitte,#401E4,2023-06-12,13:48:32,Uber Eats,Berlin,Completed,Completed,Delivery,13.4,Multi Merchant,f2176605-c2b8-4501-905b-67c6dfc401e4,1b689920-e4cb-5bf6-b864-0d85cbff0d7f,False,True,13:48:32,00:00:02,00:14:56,00:02:14,00:07:06,00:03:49,00:28:07,-0.7,0.0,0.0,0.0,0.0,-4.24,8.46,19/06/2023,,,,,
#EFF5E - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#EFF5E,2023-06-12,13:51:32,Uber Eats,Berlin,Completed,Completed,Delivery,41.8,Non Batched,15edaa97-47d1-4a4c-88e5-ae14858eff5e,4a9e6194-c4bf-51c7-8f8d-848feaf38801,False,True,13:51:32,00:00:15,00:08:31,00:02:50,00:03:10,00:05:03,00:19:46,-1.38,0.0,0.0,0.0,0.0,-12.74,27.68,19/06/2023,,,,,5.0
#75235 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#75235,2023-06-12,15:20:02,Uber Eats,Berlin,Completed,Completed,Delivery,17.6,Non Batched,94c2ef5c-9b4a-415a-818e-33853fe75235,c3dd9a94-525b-54c8-8ae4-541f7808c789,False,False,15:20:02,00:00:11,00:10:34,00:01:47,00:16:14,00:01:31,00:30:16,0.0,0.0,0.0,-3.49,0.0,-5.55,8.56,19/06/2023,,,,,
#42432 - Kreuzberg - 2023-06-12,Kreuzberg,#42432,2023-06-12,15:21:13,Uber Eats,Berlin,Completed,Completed,Delivery,12.6,Multi Merchant,1f732b11-20aa-43ea-8d53-46aa48b42432,40323a55-f7be-5cf2-9ec3-5fb28b80e85e,False,True,15:21:13,00:00:09,00:06:37,00:09:05,00:26:23,00:01:48,00:44:01,0.0,0.0,0.0,0.0,0.0,-3.97,8.63,19/06/2023,,,,,2.0
#47F7A - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#47F7A,2023-06-12,16:03:05,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Non Batched,455c9061-abd8-4d26-915e-a63afaf47f7a,fe9578e3-ad0f-53a8-ad2f-1f1cf7f69be6,False,True,16:03:05,00:00:23,00:08:41,00:00:55,00:11:06,00:05:10,00:26:15,0.0,0.0,0.0,0.0,0.0,-4.19,9.11,19/06/2023,Missing Items,13.97,13.3,0.67,
#2E41E - Kreuzberg - 2023-06-12,Kreuzberg,#2E41E,2023-06-12,16:05:42,Uber Eats,Berlin,Completed,Completed,Delivery,33.3,Non Batched,a8b986c2-d14d-4f3a-92c0-bdb7a142e41e,c0f0ab9b-4401-5858-8a8b-ef0378270819,False,False,16:05:42,00:00:17,00:26:57,00:00:22,00:02:59,00:01:52,00:32:27,-3.92,0.0,0.0,0.0,0.0,-9.27,20.11,19/06/2023,,,,,
#4DD49 - Kreuzberg - 2023-06-12,Kreuzberg,#4DD49,2023-06-12,17:45:12,Uber Eats,Berlin,Completed,Completed,Delivery,24.4,Multi Merchant,fb435511-1fd2-4f97-8d37-36e7a744dd49,02a1016f-2491-5b94-aa6b-a686e19c7aad,False,False,17:45:12,00:00:18,00:16:22,00:03:14,00:15:54,00:01:43,00:37:31,-3.92,0.0,0.0,0.0,0.0,-6.46,14.02,19/06/2023,,,,,
#5FF58 - Charlottenburg - 2023-06-12,Charlottenburg,#5FF58,2023-06-12,18:03:59,Uber Eats,Berlin,Failed,Driver_Canceled,Delivery,17.8,,dd123676-541f-48bd-80d2-c2cce2a5ff58,fa222b49-935f-5e40-9bd1-e73568923cee,False,False,18:03:59,00:00:01,00:18:06,00:00:00,00:00:00,00:00:00,,0.0,0.0,0.0,0.0,0.0,-5.62,12.18,19/06/2023,,,,,
#36326 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#36326,2023-06-12,18:21:10,Uber Eats,Berlin,Completed,Completed,Delivery,23.1,Multi Merchant,08bee09a-967d-4ce5-9a26-d32e9d336326,ec6cc574-4a61-5b05-ace7-6969af42217e,False,False,18:21:10,00:00:06,00:19:40,00:00:37,00:13:31,00:02:27,00:36:21,-1.38,0.0,0.0,-3.49,0.0,-6.85,11.38,19/06/2023,,,,,
#FC661 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#FC661,2023-06-12,18:30:42,Uber Eats,Berlin,Completed,Completed,Delivery,34.9,Non Batched,b13bbded-e91c-4699-8bac-40e239efc661,be64779e-e661-5032-9bf1-830f7aa351e0,False,True,18:30:42,00:00:05,00:17:43,00:00:29,00:10:42,00:00:22,00:29:21,-1.38,0.0,0.0,0.0,0.0,-10.57,22.95,19/06/2023,,,,,
#72B3D - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#72B3D,2023-06-12,18:49:01,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Multi Merchant,5c82d4b6-d289-40b9-a387-f1870a472b3d,e5f39cfe-51a6-5b06-9d03-6d3c6f33bd75,False,False,18:49:01,00:00:07,00:11:01,00:02:59,00:11:29,00:01:57,00:27:33,0.0,0.0,0.0,0.0,0.0,-5.27,11.43,19/06/2023,,,,,
#268CF - Samariterkiez - 2023-06-12,Samariterkiez,#268CF,2023-06-12,19:03:38,Uber Eats,Berlin,Completed,Completed,Delivery,37.5,Non Batched,80741fa4-3026-437b-ac62-2d89b6a268cf,090a56ac-e71c-508b-8ac2-a90953c2f485,False,True,19:03:38,00:00:11,00:43:28,00:02:05,00:06:36,00:06:52,00:59:12,-4.62,0.0,0.0,0.0,0.0,-10.36,22.52,19/06/2023,,,,,
#AC159 - Samariterkiez - 2023-06-12,Samariterkiez,#AC159,2023-06-12,19:06:29,Uber Eats,Berlin,Completed,Completed,Delivery,23.5,Multi Merchant,7c1a59a2-e23c-43da-a9b4-04ad224ac159,995477a8-57d6-56da-8918-0e3aa5354818,False,False,19:06:29,00:00:27,00:43:43,00:03:40,00:19:08,00:00:37,01:07:34,-3.92,0.0,0.0,-3.49,0.0,-6.18,9.91,19/06/2023,,,,,5.0
#C7354 - Mitte - 2023-06-12,Mitte,#C7354,2023-06-12,19:10:01,Uber Eats,Berlin,Completed,Completed,Delivery,17.2,Multi Merchant,291f0682-63b1-4d58-be8f-fd7e369c7354,7f819a70-bff4-5ac7-bbc9-7369a4aed5f9,False,True,19:10:01,00:00:02,00:17:10,00:06:59,00:31:25,00:01:01,00:56:37,0.0,0.0,0.0,0.0,0.0,-5.74,11.46,19/06/2023,,,,,
#A791E - Schillerkiez - 2023-06-12,Schillerkiez,#A791E,2023-06-12,19:12:12,Uber Eats,Berlin,Canceled,Unfulfilled,Delivery,,,efd126ea-0a65-4008-bd86-36ce5eca791e,09a94a81-d4a6-5915-84cd-cd104674e3fe,False,True,19:12:12,00:00:35,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#5B754 - Mitte - 2023-06-12,Mitte,#5B754,2023-06-12,19:19:21,Uber Eats,Berlin,Completed,Completed,Delivery,17.3,Multi Merchant,584a91fb-a630-446a-9462-1b0b0bf5b754,84d57d9b-994d-5da9-9cc0-adbd73abbc81,False,False,19:19:21,00:00:02,00:13:14,00:03:39,00:00:00,00:00:00,00:46:51,-0.7,0.0,0.0,0.0,0.0,-5.53,11.07,19/06/2023,,,,,
#BCF96 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#BCF96,2023-06-12,19:37:14,Uber Eats,Berlin,Completed,Completed,Delivery,54.6,Non Batched,71646855-ae50-4ea2-ad46-32f1053bcf96,edfdedd5-5719-5730-b8e4-a565463d2d99,False,False,19:37:14,00:00:10,00:15:09,00:01:08,00:02:52,00:05:57,00:25:16,0.0,0.0,0.0,-0.99,0.0,-17.22,36.39,19/06/2023,,,,,
#2A3DF - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#2A3DF,2023-06-12,20:05:48,Uber Eats,Berlin,Completed,Completed,Delivery,18.2,Multi Merchant,7c38463c-26a7-48cf-91e8-9f834e92a3df,4333e8cd-944a-582e-aa90-179df36c1c70,False,False,20:05:48,00:00:09,00:21:08,00:01:10,00:17:50,00:02:30,00:42:46,-1.38,0.0,0.0,-2.49,0.0,-5.31,9.02,19/06/2023,,,,,
#1531E - Kreuzberg - 2023-06-12,Kreuzberg,#1531E,2023-06-12,20:08:06,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Multi Merchant,7b828b7c-5e86-4b3d-bed3-7d228111531e,940350db-8bb9-5100-919d-e64aa7c277b0,False,True,20:08:06,00:00:20,00:15:01,00:04:24,00:13:56,00:01:34,00:35:15,-2.66,0.0,0.0,0.0,0.0,-3.36,7.28,19/06/2023,,,,,
#2F64F - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#2F64F,2023-06-12,20:14:00,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Multi Merchant,5e960c6d-c841-416e-a5b3-8502b1d2f64f,2f8c51f2-89c1-54e0-9b38-3ac279a0986e,False,False,20:14:00,00:00:10,00:18:25,00:02:29,00:08:52,00:04:22,00:34:18,0.0,0.0,0.0,0.0,0.0,-4.19,9.11,19/06/2023,,,,,
#05D60 - Kreuzberg - 2023-06-12,Kreuzberg,#05D60,2023-06-12,20:15:48,Uber Eats,Berlin,Completed,Completed,Delivery,25.0,Non Batched,f70c4712-eec0-48a2-ba75-04fdc4005d60,57373a17-da2c-5bb3-9ee1-af79cdd06317,False,False,20:15:48,00:00:30,00:20:31,00:04:56,00:37:48,00:00:57,01:04:42,-4.62,0.0,0.0,0.0,0.0,-6.43,13.95,19/06/2023,,,,,
#5BAB1 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#5BAB1,2023-06-12,20:30:51,Uber Eats,Berlin,Completed,Completed,Delivery,18.6,Multi Merchant,85f07b3a-6f0d-41ec-b9e2-7c134d35bab1,04746780-c11c-57ef-844c-ac25f6435d6a,False,True,20:30:51,00:00:07,00:08:18,00:04:01,00:11:39,00:02:13,00:26:18,-1.38,0.0,0.0,0.0,0.0,-5.43,11.79,19/06/2023,,,,,
#91877 - Kreuzberg - 2023-06-12,Kreuzberg,#91877,2023-06-12,21:00:30,Uber Eats,Berlin,Unfulfilled,,Pickup,,,02783c44-9dc7-4f2c-8aa6-6df211591877,3217f443-eb5b-53a5-810e-86bd42ee4891,False,False,21:00:30,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#40469 - Kreuzberg - 2023-06-12,Kreuzberg,#40469,2023-06-12,21:23:37,Uber Eats,Berlin,Unfulfilled,,Delivery,,,ca4b3051-4509-4108-9efd-c8ac2f540469,b2479ba7-5c6a-5cdb-9c18-428e7a188b43,False,False,21:23:37,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#47DDD - Kreuzberg - 2023-06-12,Kreuzberg,#47DDD,2023-06-12,21:36:05,Uber Eats,Berlin,Unfulfilled,,Delivery,,,8019bd42-5af3-4a10-b1b8-67b679047ddd,14fc7e99-eb5f-5271-a068-8d2007037229,False,True,21:36:05,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#B809E - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#B809E,2023-06-12,21:37:36,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Multi Merchant,cce952bc-79a3-4744-a040-7537c79b809e,55d540ed-0720-5fd9-8722-60ffa5b5417e,False,False,21:37:36,00:00:06,00:13:19,00:01:07,00:24:29,00:01:37,00:40:37,0.0,0.0,0.0,-4.49,0.0,-6.18,8.93,19/06/2023,,,,,
#E40C1 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#E40C1,2023-06-12,21:52:09,Uber Eats,Berlin,Completed,Completed,Delivery,21.6,Non Batched,bda2dd66-2aef-4afd-aa77-af75a32e40c1,8e389b3c-554e-590e-80f5-abc2f845b56f,False,False,21:52:09,00:00:08,00:08:57,00:01:08,00:02:04,00:04:58,00:17:15,0.0,0.0,0.0,-0.99,0.0,-6.81,13.8,19/06/2023,,,,,
#D9941 - Prenzlauer Berg - 2023-06-12,Prenzlauer Berg,#D9941,2023-06-12,22:25:48,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Non Batched,9b2d2ae8-a043-4416-aba2-3eea127d9941,9e6b285b-4794-563f-8718-36566922dbef,False,False,22:25:48,00:00:12,00:18:07,00:01:11,00:01:12,00:02:33,00:23:15,0.0,0.0,0.0,-0.99,0.0,-6.18,12.43,19/06/2023,,,,,
#05E80 - Nollendorfkiez - 2023-06-13,Nollendorfkiez,#05E80,2023-06-13,09:44:22,Uber Eats,Berlin,Unfulfilled,Unfulfilled,Delivery,,,06309ab7-b18f-4a05-a50a-bb484a405e80,83acb0f4-c86b-59ea-906f-06769cdee775,False,True,09:44:22,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#7B46D - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#7B46D,2023-06-13,11:59:37,Uber Eats,Berlin,Completed,Completed,Delivery,13.7,Non Batched,ad9abb8a-f863-4208-be7c-7fbfdd07b46d,9dfa92d6-8ff0-5495-9ea2-6b711dd10542,False,True,11:59:37,00:00:08,00:13:03,00:03:56,00:05:34,00:00:34,00:23:15,-2.36,0.0,0.0,0.0,0.0,-3.58,7.76,19/06/2023,,,,,
#BC109 - Samariterkiez - 2023-06-13,Samariterkiez,#BC109,2023-06-13,12:05:19,Uber Eats,Berlin,Completed,Completed,Delivery,23.1,Multi Merchant,43adeed3-e8a3-43a0-b8f7-77921cebc109,a980e27e-31fa-50d7-b062-41157b25e3fe,False,False,12:05:19,00:00:24,00:34:24,00:01:10,00:35:37,00:01:31,01:13:06,-4.62,0.0,0.0,0.0,0.0,-5.83,12.65,19/06/2023,,,,,
#A65C2 - Nollendorfkiez - 2023-06-13,Nollendorfkiez,#A65C2,2023-06-13,12:16:24,Uber Eats,Berlin,Unfulfilled,,Delivery,,,44cd36ea-54df-456a-b3b7-7ccd5aca65c2,3bd2235b-d049-5409-8150-d308eaffb942,False,True,12:16:24,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#A5F7A - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#A5F7A,2023-06-13,13:19:08,Uber Eats,Berlin,Completed,Completed,Delivery,16.5,Non Batched,934b2b36-cd09-4025-9a2d-a5d6e04a5f7a,16cb3174-1436-5318-9558-a6670f3c7c73,False,True,13:19:08,00:00:04,00:08:50,00:01:12,00:02:08,00:04:18,00:16:31,0.0,0.0,0.0,0.0,0.0,-5.2,11.3,19/06/2023,,,,,
#07508 - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#07508,2023-06-13,13:28:18,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Non Batched,d67c6697-f91c-4e6d-98f4-4546c7e07508,059e1338-72fb-5205-b46d-ac44a7807016,False,False,13:28:18,00:00:10,00:22:25,00:02:21,00:05:39,00:02:42,00:33:16,0.0,0.0,0.0,-1.49,0.0,-6.18,11.93,19/06/2023,,,,,
#D1B3F - Kreuzberg - 2023-06-13,Kreuzberg,#D1B3F,2023-06-13,13:29:32,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Non Batched,3b755b69-d204-43ea-ab94-8b30485d1b3f,e878dfcd-751f-5975-b2f7-4e8b2a04808a,False,True,13:29:32,00:00:12,00:33:14,00:04:17,00:03:03,00:02:06,00:42:52,-2.66,0.0,0.0,0.0,0.0,-3.36,7.28,19/06/2023,,,,,
#7E427 - Kreuzberg - 2023-06-13,Kreuzberg,#7E427,2023-06-13,15:07:55,Uber Eats,Berlin,Completed,Completed,Delivery,15.2,Multi Merchant,6cf2556b-2499-45c3-b81b-aaf94d57e427,b8bd8b81-fdc1-5e73-951e-79d4f569cde5,False,False,15:07:55,00:00:09,00:05:30,00:07:23,00:14:50,00:02:43,00:30:34,-2.66,0.0,0.0,0.0,0.0,-3.95,8.59,19/06/2023,,,,,
#CEC38 - Kreuzberg - 2023-06-13,Kreuzberg,#CEC38,2023-06-13,15:32:24,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Multi Merchant,c1eb4528-a49f-435a-9252-9ff5bcccec38,d5a3caad-f8ee-5c88-a178-48464a4b95ec,False,False,15:32:24,00:00:15,00:21:47,00:01:02,00:15:55,00:01:28,00:40:27,-1.96,0.0,0.0,0.0,0.0,-5.56,12.08,19/06/2023,,,,,
#7868C - Charlottenburg - 2023-06-13,Charlottenburg,#7868C,2023-06-13,15:42:54,Uber Eats,Berlin,Completed,Completed,Delivery,14.7,Non Batched,56603f74-b2d9-4400-9a32-7e31ca77868c,245fc2a9-59ea-5123-a788-c3d47e5f2899,False,False,15:42:54,00:00:14,00:11:47,00:08:10,00:04:19,00:02:16,00:26:33,-1.96,0.0,0.0,0.0,0.0,-4.02,8.72,19/06/2023,,,,,
#EB5ED - Kreuzberg - 2023-06-13,Kreuzberg,#EB5ED,2023-06-13,16:13:53,Uber Eats,Berlin,Completed,Completed,Delivery,11.4,Non Batched,47439761-e3bc-496c-9ebb-fa6fce6eb5ed,042a770e-4fc7-5537-9de5-2eadf8949f93,False,False,16:13:53,00:00:16,00:10:20,00:00:38,00:08:26,00:03:16,00:22:55,-1.9,0.0,0.0,0.0,0.0,-3.0,6.5,19/06/2023,,,,,
#2A33F - Charlottenburg - 2023-06-13,Charlottenburg,#2A33F,2023-06-13,16:53:20,Uber Eats,Berlin,Completed,Completed,Delivery,13.7,Non Batched,822270a3-6bf8-4ca8-aadb-280de8a2a33f,17ab2cbe-ccc4-50d5-8240-f29b012f5f59,False,False,16:53:20,00:00:04,00:13:14,00:02:39,00:04:09,00:03:16,00:23:22,-1.96,0.0,0.0,0.0,0.0,-3.7,8.04,19/06/2023,,,,,
#AC5EF - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#AC5EF,2023-06-13,17:16:27,Uber Eats,Berlin,Completed,Completed,Delivery,14.9,Multi Merchant,ba63adbc-d4f0-404a-bb51-0377dccac5ef,4a50bb67-4bff-5cd8-8b26-9afad5c92eb4,False,False,17:16:27,00:00:20,00:13:25,00:01:03,00:16:06,00:02:19,00:33:13,0.0,0.0,0.0,0.0,0.0,-4.7,10.2,19/06/2023,,,,,5.0
#34A9F - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#34A9F,2023-06-13,17:21:03,Uber Eats,Berlin,Completed,Completed,Delivery,25.4,Multi Merchant,1c0300d7-33fc-44cb-9e25-b2b40f334a9f,4a4f3f39-3f0a-592b-9de7-ba32f18e0e00,False,False,17:21:03,00:00:12,00:24:12,00:01:52,00:16:01,00:03:01,00:45:18,0.0,0.0,0.0,0.0,0.0,-8.01,17.39,19/06/2023,,,,,
#A6F80 - Kreuzberg - 2023-06-13,Kreuzberg,#A6F80,2023-06-13,17:34:29,Uber Eats,Berlin,Completed,Completed,Delivery,23.1,Multi Merchant,d885e5d6-17bc-46b5-a26c-f96e55ea6f80,06a89ce4-99a8-5889-8504-dac4f5b18092,False,True,17:34:29,00:00:15,00:32:20,00:01:34,00:05:46,00:02:09,00:42:04,-4.62,0.0,0.0,0.0,0.0,-5.83,12.65,19/06/2023,,,,,
#BA934 - Charlottenburg - 2023-06-13,Charlottenburg,#BA934,2023-06-13,17:38:35,Uber Eats,Berlin,Completed,Completed,Delivery,17.7,Multi Merchant,79b74816-3577-402a-a373-db0f038ba934,4fc7dca3-5797-5516-a059-15fa002267a6,False,True,17:38:35,00:00:04,00:12:43,00:01:37,00:14:40,00:01:31,00:30:34,0.0,0.0,0.0,-2.99,0.0,-5.58,9.13,19/06/2023,,,,,
#5C7BF - Leipzig Mitte - 2023-06-13,Leipzig Mitte,#5C7BF,2023-06-13,17:45:49,Uber Eats,Leipzig,Completed,Completed,Delivery,17.2,Non Batched,ec1f997b-067f-4746-8eca-86bfbce5c7bf,428b765b-4af9-5270-b121-b32cf06e896f,False,False,17:45:49,00:00:11,00:21:56,00:01:42,00:06:50,00:02:40,00:33:12,-2.66,0.0,0.0,0.0,0.0,-4.58,9.96,19/06/2023,,,,,
#D56F2 - Charlottenburg - 2023-06-13,Charlottenburg,#D56F2,2023-06-13,17:58:02,Uber Eats,Berlin,Completed,Completed,Delivery,21.2,Non Batched,8f7a1be1-7301-44dd-a169-84a6c24d56f2,bc05d4ce-3249-59bf-9da5-ebedaa61d512,False,False,17:58:02,00:00:02,00:17:26,00:02:24,00:06:52,00:02:19,00:29:03,-2.66,0.0,0.0,-1.99,0.0,-5.84,10.71,19/06/2023,,,,,
#1493B - Kreuzberg - 2023-06-13,Kreuzberg,#1493B,2023-06-13,18:04:18,Uber Eats,Berlin,Completed,Completed,Delivery,19.3,Multi Merchant,8e35bdb2-9153-47b0-abe3-50d83011493b,a4432d77-fd3e-5d65-bf71-310cf5a2e7ef,False,True,18:04:18,00:00:09,00:18:53,00:00:53,00:17:00,00:03:43,00:40:37,-3.86,0.0,0.0,0.0,0.0,-4.87,10.57,19/06/2023,,,,,
#85A5A - Leipzig Mitte - 2023-06-13,Leipzig Mitte,#85A5A,2023-06-13,18:30:18,Uber Eats,Leipzig,Completed,Completed,Delivery,41.1,Non Batched,faba1354-3d76-46b4-af3e-f4d5f1a85a5a,679d5e1b-0444-51d7-b1fd-8c95f123be92,False,True,18:30:18,00:00:03,00:40:23,00:02:17,00:08:28,00:01:19,00:52:30,-3.92,0.0,0.0,0.0,0.0,-11.72,25.46,19/06/2023,,,,,
#03FA4 - Charlottenburg - 2023-06-13,Charlottenburg,#03FA4,2023-06-13,18:33:33,Uber Eats,Berlin,Completed,Completed,Delivery,32.3,Non Batched,5aa046a6-8be0-4b8c-8b91-8493a5803fa4,ed1688ae-f6bc-54c9-bbbe-a0284146c25d,False,False,18:33:33,00:00:02,00:14:27,00:00:42,00:13:38,00:03:55,00:32:43,-1.96,0.0,0.0,-3.99,0.0,-9.57,16.78,19/06/2023,,,,,
#9B56F - Charlottenburg - 2023-06-13,Charlottenburg,#9B56F,2023-06-13,18:36:26,Uber Eats,Berlin,Completed,Completed,Delivery,23.5,Multi Merchant,1d17d215-dc8f-4a04-892c-9616bb19b56f,cdfde283-c752-54e3-a35c-c31bac5a15bf,False,True,18:36:26,00:00:02,00:14:58,00:03:34,00:11:18,00:02:34,00:32:25,-3.92,0.0,0.0,0.0,0.0,-6.18,13.4,19/06/2023,,,,,4.0
#76B09 - Charlottenburg - 2023-06-13,Charlottenburg,#76B09,2023-06-13,18:38:17,Uber Eats,Berlin,Completed,Completed,Delivery,24.4,Multi Merchant,f615cc2b-0962-4adb-a9a0-e356df876b09,5232b4ee-0b64-5ff2-82a1-91d1e230ab9c,False,False,18:38:17,00:00:04,00:27:40,00:00:57,00:18:52,00:02:07,00:49:40,-1.96,0.0,0.0,0.0,0.0,-7.08,15.36,19/06/2023,,,,,
#72AB7 - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#72AB7,2023-06-13,18:39:42,Uber Eats,Berlin,Completed,Completed,Delivery,15.6,Non Batched,fcf1814c-1404-424a-886e-6e7ff7872ab7,2c3ff8c7-10a9-572e-b386-557a5cf9f16d,False,True,18:39:42,00:00:13,00:16:02,00:00:43,00:03:06,00:03:07,00:23:10,0.0,0.0,0.0,0.0,0.0,-4.91,10.69,19/06/2023,,,,,
#A8CFE - Leipzig Mitte - 2023-06-13,Leipzig Mitte,#A8CFE,2023-06-13,18:56:30,Uber Eats,Leipzig,Completed,Completed,Delivery,19.6,Multi Merchant,37fd3a3b-3e6d-4b6c-b05b-ebdaa81a8cfe,4707fe53-f1f5-5165-a3c2-ee62ee423f6d,False,True,18:56:30,00:00:03,00:36:44,00:00:15,00:08:54,00:02:07,00:48:03,-3.92,0.0,0.0,0.0,0.0,-4.95,10.73,19/06/2023,,,,,
#24159 - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#24159,2023-06-13,19:27:35,Uber Eats,Berlin,Completed,Completed,Delivery,23.6,Non Batched,61e6cefb-175a-445a-b196-046ec1924159,fa1c575c-c85c-51fc-9b83-35c748317b53,False,False,19:27:35,00:00:06,00:13:35,00:03:29,00:02:28,00:01:42,00:21:19,-1.38,0.0,0.0,-0.99,0.0,-7.01,14.22,19/06/2023,,,,,
#C4EB9 - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#C4EB9,2023-06-13,19:40:55,Uber Eats,Berlin,Completed,Completed,Delivery,23.5,Non Batched,99fdbe26-ccdc-491c-8f1c-2cf9f5fc4eb9,67235a35-7705-5649-b437-0f5e679f29f1,False,True,19:40:55,00:00:09,00:16:18,00:03:02,00:05:14,00:01:46,00:26:28,0.0,0.0,0.0,0.0,0.0,-7.41,16.09,19/06/2023,,,,,
#1527A - Leipzig Mitte - 2023-06-13,Leipzig Mitte,#1527A,2023-06-13,19:53:58,Uber Eats,Leipzig,Completed,Completed,Delivery,33.3,Non Batched,e3a617d9-e4c9-4e95-b8e8-cc99b511527a,f56bc307-034f-5f6a-b5d3-d62aa496a4f4,False,False,19:53:58,00:00:03,00:28:49,00:03:21,00:08:55,00:09:18,00:50:25,-3.92,0.0,0.0,-1.99,0.0,-9.27,18.12,19/06/2023,,,,,
#8588E - Prenzlauer Berg - 2023-06-13,Prenzlauer Berg,#8588E,2023-06-13,19:54:40,Uber Eats,Berlin,Completed,Completed,Delivery,38.2,Non Batched,a51dce82-6128-4186-b40d-b4cea8d8588e,a39b1f02-3452-5ebe-ba4d-6ffedef07e8b,False,True,19:54:40,00:00:09,00:16:14,00:01:09,00:03:51,00:08:06,00:29:28,-0.98,0.0,0.0,0.0,0.0,-11.73,25.49,19/06/2023,,,,,
#6AE49 - Charlottenburg - 2023-06-13,Charlottenburg,#6AE49,2023-06-13,20:02:53,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Multi Merchant,ccefa8ed-e7cd-451c-8448-4d73e6b6ae49,37097411-2f8b-5860-a5c6-94ad68c6ff86,False,False,20:02:53,00:00:04,00:11:02,00:00:15,00:09:13,00:03:45,00:24:19,-2.66,0.0,0.0,0.0,0.0,-3.36,7.28,19/06/2023,,,,,
#9F9A6 - Samariterkiez - 2023-06-13,Samariterkiez,#9F9A6,2023-06-13,20:16:34,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Non Batched,10406270-7aa8-4791-8fad-a2fdc4f9f9a6,4b76fdfa-fca3-5630-bd99-f56ba20dcfbe,False,True,20:16:34,00:00:40,00:25:13,00:01:17,00:05:44,00:03:13,00:36:07,-3.92,0.0,0.0,0.0,0.0,-4.95,10.73,19/06/2023,,,,,
#E0915 - Leipzig Mitte - 2023-06-13,Leipzig Mitte,#E0915,2023-06-13,20:17:21,Uber Eats,Leipzig,Completed,Completed,Delivery,19.6,Multi Merchant,9e566f86-681d-4b61-99a0-2d4c275e0915,f0eabb9c-fba0-5ab4-9998-804adc8842ba,False,False,20:17:21,00:00:04,00:24:16,00:01:31,00:08:05,00:11:46,00:45:42,-1.96,0.0,0.0,0.0,0.0,-5.56,12.08,19/06/2023,,,,,
