PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,OrderStatus,DeliveryType,GrossAOV,OrderDuration,RatingScore
#098 - Samariterkiez - 2023-05-27,Samariterkiez,#098,2023-05-27,17:26:00,Wolt,Delivered,Delivery,23.2,,5.0
#036 - Kreuzberg - 2023-05-27,Kreuzberg,#036,2023-05-27,17:29:00,Wolt,Delivered,Delivery,41.1,,
#037 - Kreuzberg - 2023-05-27,Kreuzberg,#037,2023-05-27,17:31:00,Wolt,Delivered,Delivery,13.7,,
#039 - Kreuzberg - 2023-05-27,Kreuzberg,#039,2023-05-27,17:34:00,Wolt,Delivered,Delivery,9.8,,
#411 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#411,2023-05-27,17:37:00,Wolt,Delivered,Delivery,13.7,,
#694 - Charlottenburg - 2023-05-27,Charlottenburg,#694,2023-05-27,17:49:00,Wolt,Delivered,Delivery,11.7,,
#695 - Charlottenburg - 2023-05-27,Charlottenburg,#695,2023-05-27,18:02:00,Wolt,Delivered,Delivery,17.7,,
#040 - Kreuzberg - 2023-05-27,Kreuzberg,#040,2023-05-27,18:02:00,Wolt,Delivered,Delivery,14.2,,
#041 - Kreuzberg - 2023-05-27,Kreuzberg,#041,2023-05-27,18:06:00,Wolt,Delivered,Delivery,9.8,,
#412 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#412,2023-05-27,18:06:00,Wolt,Delivered,Delivery,9.8,,
#042 - Kreuzberg - 2023-05-27,Kreuzberg,#042,2023-05-27,18:09:00,Wolt,Delivered,Delivery,15.2,,
#043 - Kreuzberg - 2023-05-27,Kreuzberg,#043,2023-05-27,18:13:00,Wolt,Delivered,Delivery,24.6,,
#044 - Kreuzberg - 2023-05-27,Kreuzberg,#044,2023-05-27,18:15:00,Wolt,Delivered,Delivery,27.3,,5.0
#413 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#413,2023-05-27,18:17:00,Wolt,Delivered,Delivery,19.6,,
#942 - Bergmannkiez - 2023-05-27,Bergmannkiez,#942,2023-05-27,18:25:00,Wolt,Delivered,Delivery,19.3,,
#414 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#414,2023-05-27,18:37:00,Wolt,Rejected,Delivery,13.3,,
#696 - Charlottenburg - 2023-05-27,Charlottenburg,#696,2023-05-27,18:39:00,Wolt,Delivered,Delivery,31.9,,
#943 - Bergmannkiez - 2023-05-27,Bergmannkiez,#943,2023-05-27,18:39:00,Wolt,Delivered,Delivery,30.8,,
#415 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#415,2023-05-27,18:42:00,Wolt,Delivered,Delivery,13.3,,
#416 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#416,2023-05-27,18:48:00,Wolt,Delivered,Delivery,53.0,,
#944 - Bergmannkiez - 2023-05-27,Bergmannkiez,#944,2023-05-27,18:50:00,Wolt,Delivered,Delivery,15.6,,5.0
#417 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#417,2023-05-27,18:50:00,Wolt,Delivered,Delivery,14.2,,
#418 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#418,2023-05-27,18:54:00,Wolt,Delivered,Delivery,29.4,,
#419 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#419,2023-05-27,19:03:00,Wolt,Delivered,Delivery,13.3,,
#735 - Mitte - 2023-05-27,Mitte,#735,2023-05-27,19:04:00,Wolt,Delivered,Delivery,24.2,,
#420 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#420,2023-05-27,19:05:00,Wolt,Delivered,Delivery,14.3,,4.0
#736 - Mitte - 2023-05-27,Mitte,#736,2023-05-27,19:07:00,Wolt,Delivered,Delivery,14.7,,
#419 - Leipzig Mitte - 2023-05-27,Leipzig Mitte,#419,2023-05-27,19:24:00,Wolt,Delivered,Delivery,18.7,,5.0
#737 - Mitte - 2023-05-27,Mitte,#737,2023-05-27,19:34:00,Wolt,Delivered,Delivery,13.7,,
#421 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#421,2023-05-27,19:36:00,Wolt,Delivered,Delivery,19.6,,
#099 - Samariterkiez - 2023-05-27,Samariterkiez,#099,2023-05-27,19:40:00,Wolt,Delivered,Delivery,23.1,,
#697 - Charlottenburg - 2023-05-27,Charlottenburg,#697,2023-05-27,19:40:00,Wolt,Delivered,Delivery,20.6,,3.0
#100 - Samariterkiez - 2023-05-27,Samariterkiez,#100,2023-05-27,19:49:00,Wolt,Delivered,Delivery,32.6,,
#698 - Charlottenburg - 2023-05-27,Charlottenburg,#698,2023-05-27,20:05:00,Wolt,Delivered,Delivery,7.9,,
#699 - Charlottenburg - 2023-05-27,Charlottenburg,#699,2023-05-27,20:16:00,Wolt,Delivered,Delivery,22.4,,
#422 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#422,2023-05-27,20:20:00,Wolt,Delivered,Delivery,18.6,,
#423 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#423,2023-05-27,20:28:00,Wolt,Delivered,Delivery,30.5,,
#424 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#424,2023-05-27,20:33:00,Wolt,Delivered,Delivery,20.5,,
#425 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#425,2023-05-27,20:35:00,Wolt,Delivered,Delivery,9.8,,
#101 - Samariterkiez - 2023-05-27,Samariterkiez,#101,2023-05-27,20:36:00,Wolt,Delivered,Delivery,13.3,,
#427 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#427,2023-05-27,20:36:00,Wolt,Delivered,Delivery,13.3,,
#426 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#426,2023-05-27,20:36:00,Wolt,Delivered,Delivery,20.2,,
#102 - Samariterkiez - 2023-05-27,Samariterkiez,#102,2023-05-27,20:37:00,Wolt,Delivered,Delivery,11.7,,
#428 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#428,2023-05-27,20:37:00,Wolt,Delivered,Delivery,10.4,,4.0
#429 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#429,2023-05-27,20:38:00,Wolt,Delivered,Delivery,13.3,,
#430 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#430,2023-05-27,20:51:00,Wolt,Delivered,Delivery,43.2,,
#431 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#431,2023-05-27,21:00:00,Wolt,Delivered,Delivery,18.6,,
#432 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#432,2023-05-27,21:09:00,Wolt,Delivered,Delivery,16.7,,
#433 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#433,2023-05-27,21:16:00,Wolt,Delivered,Delivery,13.3,,2.0
#250 - Schillerkiez - 2023-05-27,Schillerkiez,#250,2023-05-27,21:27:00,Wolt,Delivered,Pickup,9.8,,
#434 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#434,2023-05-27,21:45:00,Wolt,Delivered,Delivery,14.7,,
#435 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#435,2023-05-27,21:59:00,Wolt,Delivered,Delivery,10.7,,
#103 - Samariterkiez - 2023-05-27,Samariterkiez,#103,2023-05-27,22:02:00,Wolt,Delivered,Delivery,13.3,,
#104 - Samariterkiez - 2023-05-27,Samariterkiez,#104,2023-05-27,22:08:00,Wolt,Delivered,Delivery,14.2,,
#105 - Samariterkiez - 2023-05-27,Samariterkiez,#105,2023-05-27,22:25:00,Wolt,Delivered,Delivery,33.1,,
#436 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#436,2023-05-27,22:26:00,Wolt,Delivered,Delivery,14.2,,
#106 - Samariterkiez - 2023-05-27,Samariterkiez,#106,2023-05-27,22:30:00,Wolt,Delivered,Delivery,21.0,,
#438 - Prenzlauer Berg - 2023-05-27,Prenzlauer Berg,#438,2023-05-27,22:56:00,Wolt,Delivered,Delivery,13.7,,
#107 - Samariterkiez - 2023-05-27,Samariterkiez,#107,2023-05-27,23:11:00,Wolt,Delivered,Delivery,30.3,,4.0
#439 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#439,2023-05-28,10:13:00,Wolt,Delivered,Delivery,13.7,,
#440 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#440,2023-05-28,10:26:00,Wolt,Delivered,Delivery,36.3,,
#442 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#442,2023-05-28,10:30:00,Wolt,Delivered,Delivery,13.7,,
#441 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#441,2023-05-28,10:30:00,Wolt,Delivered,Delivery,21.2,,
#443 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#443,2023-05-28,10:47:00,Wolt,Delivered,Delivery,59.5,,
#444 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#444,2023-05-28,10:53:00,Wolt,Delivered,Delivery,21.1,,
#445 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#445,2023-05-28,11:22:00,Wolt,Delivered,Delivery,9.8,,
#446 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#446,2023-05-28,11:33:00,Wolt,Delivered,Delivery,9.8,,
#447 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#447,2023-05-28,12:02:00,Wolt,Delivered,Delivery,15.1,,
#448 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#448,2023-05-28,12:05:00,Wolt,Delivered,Delivery,13.7,,
#738 - Mitte - 2023-05-28,Mitte,#738,2023-05-28,12:08:00,Wolt,Delivered,Delivery,13.7,,
#108 - Samariterkiez - 2023-05-28,Samariterkiez,#108,2023-05-28,12:17:00,Wolt,Delivered,Delivery,32.5,,
#739 - Mitte - 2023-05-28,Mitte,#739,2023-05-28,12:19:00,Wolt,Delivered,Delivery,24.6,,
#449 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#449,2023-05-28,12:24:00,Wolt,Delivered,Delivery,9.8,,
#251 - Schillerkiez - 2023-05-28,Schillerkiez,#251,2023-05-28,12:27:00,Wolt,Delivered,Delivery,11.4,,
#420 - Leipzig Mitte - 2023-05-28,Leipzig Mitte,#420,2023-05-28,12:31:00,Wolt,Delivered,Delivery,28.2,,3.0
#740 - Mitte - 2023-05-28,Mitte,#740,2023-05-28,12:49:00,Wolt,Delivered,Delivery,19.6,,
#741 - Mitte - 2023-05-28,Mitte,#741,2023-05-28,12:51:00,Wolt,Delivered,Delivery,9.8,,
#110 - Samariterkiez - 2023-05-28,Samariterkiez,#110,2023-05-28,13:04:00,Wolt,Delivered,Delivery,15.7,,
#742 - Mitte - 2023-05-28,Mitte,#742,2023-05-28,13:35:00,Wolt,Delivered,Delivery,13.7,,
#450 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#450,2023-05-28,13:36:00,Wolt,Delivered,Delivery,14.2,,
#743 - Mitte - 2023-05-28,Mitte,#743,2023-05-28,13:41:00,Wolt,Delivered,Delivery,13.7,,
#946 - Bergmannkiez - 2023-05-28,Bergmannkiez,#946,2023-05-28,14:00:00,Wolt,Delivered,Delivery,26.6,,
#744 - Mitte - 2023-05-28,Mitte,#744,2023-05-28,14:04:00,Wolt,Delivered,Delivery,9.8,,
#451 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#451,2023-05-28,14:05:00,Wolt,Delivered,Delivery,21.5,,
#452 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#452,2023-05-28,14:24:00,Wolt,Delivered,Delivery,16.1,,5.0
#111 - Samariterkiez - 2023-05-28,Samariterkiez,#111,2023-05-28,14:31:00,Wolt,Delivered,Delivery,9.5,,
#684 - Friedrichshain - 2023-05-28,Friedrichshain,#684,2023-05-28,14:34:00,Wolt,Delivered,Delivery,34.6,,
#453 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#453,2023-05-28,14:37:00,Wolt,Delivered,Delivery,19.6,,
#112 - Samariterkiez - 2023-05-28,Samariterkiez,#112,2023-05-28,14:43:00,Wolt,Delivered,Delivery,9.5,,
#113 - Samariterkiez - 2023-05-28,Samariterkiez,#113,2023-05-28,14:46:00,Wolt,Delivered,Delivery,13.3,,
#454 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#454,2023-05-28,14:55:00,Wolt,Delivered,Delivery,20.1,,
#252 - Schillerkiez - 2023-05-28,Schillerkiez,#252,2023-05-28,14:57:00,Wolt,Delivered,Delivery,15.6,,
#455 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#455,2023-05-28,15:04:00,Wolt,Delivered,Delivery,13.7,,
#456 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#456,2023-05-28,15:08:00,Wolt,Delivered,Delivery,19.7,,
#457 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#457,2023-05-28,15:10:00,Wolt,Delivered,Delivery,14.9,,
#685 - Friedrichshain - 2023-05-28,Friedrichshain,#685,2023-05-28,15:11:00,Wolt,Delivered,Delivery,28.5,,5.0
#458 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#458,2023-05-28,15:41:00,Wolt,Delivered,Delivery,13.0,,
#459 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#459,2023-05-28,15:44:00,Wolt,Delivered,Delivery,13.3,,3.0
#460 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#460,2023-05-28,15:53:00,Wolt,Delivered,Delivery,13.7,,
#950 - Bergmannkiez - 2023-05-28,Bergmannkiez,#950,2023-05-28,15:59:00,Wolt,Delivered,Delivery,27.0,,
#461 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#461,2023-05-28,16:02:00,Wolt,Delivered,Delivery,23.0,,
#745 - Mitte - 2023-05-28,Mitte,#745,2023-05-28,16:06:00,Wolt,Delivered,Delivery,13.3,,4.0
#462 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#462,2023-05-28,16:24:00,Wolt,Delivered,Delivery,23.1,,
#463 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#463,2023-05-28,16:34:00,Wolt,Delivered,Delivery,15.6,,
#464 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#464,2023-05-28,16:38:00,Wolt,Delivered,Delivery,10.7,,
#951 - Bergmannkiez - 2023-05-28,Bergmannkiez,#951,2023-05-28,16:39:00,Wolt,Delivered,Delivery,21.5,,
#952 - Bergmannkiez - 2023-05-28,Bergmannkiez,#952,2023-05-28,16:52:00,Wolt,Delivered,Delivery,11.4,,
#465 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#465,2023-05-28,16:52:00,Wolt,Delivered,Delivery,19.6,,
#114 - Samariterkiez - 2023-05-28,Samariterkiez,#114,2023-05-28,16:53:00,Wolt,Delivered,Delivery,11.7,,
#466 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#466,2023-05-28,17:07:00,Wolt,Delivered,Delivery,16.7,,
#467 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#467,2023-05-28,17:13:00,Wolt,Delivered,Delivery,26.6,,
#468 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#468,2023-05-28,17:19:00,Wolt,Delivered,Delivery,15.2,,
#469 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#469,2023-05-28,17:21:00,Wolt,Delivered,Delivery,18.2,,
#700 - Charlottenburg - 2023-05-28,Charlottenburg,#700,2023-05-28,17:23:00,Wolt,Delivered,Delivery,19.5,,
#470 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#470,2023-05-28,17:28:00,Wolt,Delivered,Delivery,21.5,,
#472 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#472,2023-05-28,17:34:00,Wolt,Delivered,Delivery,13.3,,
#471 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#471,2023-05-28,17:34:00,Wolt,Delivered,Delivery,13.3,,
#473 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#473,2023-05-28,17:45:00,Wolt,Delivered,Delivery,24.5,,
#474 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#474,2023-05-28,17:46:00,Wolt,Delivered,Delivery,13.7,,
#476 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#476,2023-05-28,17:49:00,Wolt,Delivered,Delivery,13.7,,
#475 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#475,2023-05-28,17:49:00,Wolt,Delivered,Delivery,15.6,,
#746 - Mitte - 2023-05-28,Mitte,#746,2023-05-28,17:58:00,Wolt,Delivered,Delivery,9.8,,
#747 - Mitte - 2023-05-28,Mitte,#747,2023-05-28,18:00:00,Wolt,Delivered,Delivery,26.0,,
#477 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#477,2023-05-28,18:11:00,Wolt,Delivered,Delivery,34.2,,
#478 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#478,2023-05-28,18:17:00,Wolt,Delivered,Delivery,14.4,,
#479 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#479,2023-05-28,18:18:00,Wolt,Delivered,Delivery,11.3,,
#480 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#480,2023-05-28,18:23:00,Wolt,Delivered,Delivery,13.3,,
#481 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#481,2023-05-28,18:27:00,Wolt,Delivered,Delivery,33.9,,
#482 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#482,2023-05-28,18:32:00,Wolt,Delivered,Delivery,17.8,,
#701 - Charlottenburg - 2023-05-28,Charlottenburg,#701,2023-05-28,18:36:00,Wolt,Delivered,Delivery,18.1,,
#483 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#483,2023-05-28,18:55:00,Wolt,Delivered,Delivery,10.4,,
#485 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#485,2023-05-28,19:08:00,Wolt,Delivered,Delivery,13.3,,
#484 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#484,2023-05-28,19:08:00,Wolt,Delivered,Delivery,13.3,,
#486 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#486,2023-05-28,19:11:00,Wolt,Delivered,Delivery,21.2,,
#488 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#488,2023-05-28,19:18:00,Wolt,Delivered,Delivery,12.7,,
#487 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#487,2023-05-28,19:18:00,Wolt,Delivered,Delivery,19.3,,
#115 - Samariterkiez - 2023-05-28,Samariterkiez,#115,2023-05-28,19:21:00,Wolt,Delivered,Delivery,26.9,,5.0
#116 - Samariterkiez - 2023-05-28,Samariterkiez,#116,2023-05-28,19:23:00,Wolt,Delivered,Delivery,21.5,,
#117 - Samariterkiez - 2023-05-28,Samariterkiez,#117,2023-05-28,19:26:00,Wolt,Delivered,Delivery,20.8,,
#118 - Samariterkiez - 2023-05-28,Samariterkiez,#118,2023-05-28,19:29:00,Wolt,Delivered,Delivery,27.4,,
#253 - Schillerkiez - 2023-05-28,Schillerkiez,#253,2023-05-28,19:32:00,Wolt,Delivered,Delivery,16.7,,5.0
#489 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#489,2023-05-28,19:33:00,Wolt,Delivered,Delivery,13.3,,
#490 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#490,2023-05-28,19:43:00,Wolt,Delivered,Delivery,9.8,,3.0
#421 - Leipzig Mitte - 2023-05-28,Leipzig Mitte,#421,2023-05-28,19:45:00,Wolt,Delivered,Delivery,25.1,,
#702 - Charlottenburg - 2023-05-28,Charlottenburg,#702,2023-05-28,19:46:00,Wolt,Delivered,Delivery,29.4,,
#254 - Schillerkiez - 2023-05-28,Schillerkiez,#254,2023-05-28,19:51:00,Wolt,Delivered,Delivery,30.9,,
#492 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#492,2023-05-28,19:53:00,Wolt,Delivered,Delivery,13.7,,
#491 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#491,2023-05-28,19:53:00,Wolt,Delivered,Delivery,13.3,,
#493 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#493,2023-05-28,20:05:00,Wolt,Delivered,Delivery,9.8,,
#494 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#494,2023-05-28,20:19:00,Wolt,Delivered,Delivery,17.8,,
#255 - Schillerkiez - 2023-05-28,Schillerkiez,#255,2023-05-28,20:21:00,Wolt,Delivered,Delivery,25.5,,3.0
#495 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#495,2023-05-28,20:22:00,Wolt,Delivered,Delivery,13.3,,
#422 - Leipzig Mitte - 2023-05-28,Leipzig Mitte,#422,2023-05-28,20:23:00,Wolt,Delivered,Delivery,16.6,,
#497 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#497,2023-05-28,20:24:00,Wolt,Delivered,Delivery,21.7,,
#498 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#498,2023-05-28,20:52:00,Wolt,Delivered,Delivery,13.3,,
#499 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#499,2023-05-28,20:58:00,Wolt,Delivered,Delivery,19.7,,
#500 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#500,2023-05-28,21:00:00,Wolt,Delivered,Delivery,13.9,,
#501 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#501,2023-05-28,21:01:00,Wolt,Delivered,Delivery,11.4,,
#504 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#504,2023-05-28,21:04:00,Wolt,Delivered,Delivery,9.8,,
#503 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#503,2023-05-28,21:04:00,Wolt,Delivered,Delivery,19.6,,
#502 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#502,2023-05-28,21:04:00,Wolt,Delivered,Delivery,19.6,,
#505 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#505,2023-05-28,21:06:00,Wolt,Delivered,Delivery,15.2,,
#119 - Samariterkiez - 2023-05-28,Samariterkiez,#119,2023-05-28,21:11:00,Wolt,Delivered,Delivery,19.5,,
#506 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#506,2023-05-28,21:12:00,Wolt,Delivered,Delivery,13.3,,
#120 - Samariterkiez - 2023-05-28,Samariterkiez,#120,2023-05-28,21:20:00,Wolt,Delivered,Delivery,11.3,,
#507 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#507,2023-05-28,21:21:00,Wolt,Delivered,Delivery,24.4,,
#121 - Samariterkiez - 2023-05-28,Samariterkiez,#121,2023-05-28,21:22:00,Wolt,Delivered,Delivery,26.0,,
#508 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#508,2023-05-28,21:22:00,Wolt,Delivered,Delivery,39.2,,
#509 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#509,2023-05-28,21:24:00,Wolt,Delivered,Delivery,22.0,,
#122 - Samariterkiez - 2023-05-28,Samariterkiez,#122,2023-05-28,21:29:00,Wolt,Delivered,Delivery,35.7,,
#510 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#510,2023-05-28,21:29:00,Wolt,Delivered,Delivery,13.7,,5.0
#511 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#511,2023-05-28,21:30:00,Wolt,Delivered,Delivery,13.7,,5.0
#512 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#512,2023-05-28,21:35:00,Wolt,Delivered,Delivery,28.3,,3.0
#513 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#513,2023-05-28,21:38:00,Wolt,Delivered,Delivery,23.2,,
#515 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#515,2023-05-28,21:39:00,Wolt,Delivered,Delivery,17.7,,
#517 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#517,2023-05-28,21:40:00,Wolt,Delivered,Delivery,9.8,,
#518 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#518,2023-05-28,21:48:00,Wolt,Delivered,Delivery,29.4,,
#519 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#519,2023-05-28,21:49:00,Wolt,Delivered,Delivery,9.8,,4.0
#520 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#520,2023-05-28,21:50:00,Wolt,Delivered,Delivery,19.6,,5.0
#123 - Samariterkiez - 2023-05-28,Samariterkiez,#123,2023-05-28,21:52:00,Wolt,Delivered,Delivery,41.1,,
#124 - Samariterkiez - 2023-05-28,Samariterkiez,#124,2023-05-28,22:03:00,Wolt,Delivered,Delivery,15.3,,3.0
#521 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#521,2023-05-28,22:03:00,Wolt,Delivered,Delivery,9.8,,5.0
#522 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#522,2023-05-28,22:11:00,Wolt,Delivered,Delivery,19.6,,
#525 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#525,2023-05-28,22:13:00,Wolt,Delivered,Delivery,12.9,,
#526 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#526,2023-05-28,22:15:00,Wolt,Delivered,Delivery,13.7,,
#527 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#527,2023-05-28,22:27:00,Wolt,Delivered,Delivery,9.8,,
#528 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#528,2023-05-28,22:32:00,Wolt,Delivered,Delivery,15.2,,
#686 - Friedrichshain - 2023-05-28,Friedrichshain,#686,2023-05-28,22:40:00,Wolt,Delivered,Delivery,16.3,,
#687 - Friedrichshain - 2023-05-28,Friedrichshain,#687,2023-05-28,22:43:00,Wolt,Delivered,Delivery,14.2,,
#529 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#529,2023-05-28,22:49:00,Wolt,Delivered,Delivery,26.9,,
#125 - Samariterkiez - 2023-05-28,Samariterkiez,#125,2023-05-28,22:54:00,Wolt,Delivered,Delivery,13.3,,
#688 - Friedrichshain - 2023-05-28,Friedrichshain,#688,2023-05-28,22:55:00,Wolt,Delivered,Delivery,14.0,,
#530 - Prenzlauer Berg - 2023-05-28,Prenzlauer Berg,#530,2023-05-28,22:58:00,Wolt,Delivered,Delivery,13.3,,
#126 - Samariterkiez - 2023-05-28,Samariterkiez,#126,2023-05-28,23:05:00,Wolt,Delivered,Delivery,11.7,,5.0
#127 - Samariterkiez - 2023-05-28,Samariterkiez,#127,2023-05-28,23:06:00,Wolt,Delivered,Delivery,18.2,,
#689 - Friedrichshain - 2023-05-28,Friedrichshain,#689,2023-05-28,23:15:00,Wolt,Delivered,Delivery,14.7,,
#128 - Samariterkiez - 2023-05-28,Samariterkiez,#128,2023-05-28,23:24:00,Wolt,Delivered,Delivery,21.5,,
#129 - Samariterkiez - 2023-05-28,Samariterkiez,#129,2023-05-28,23:25:00,Wolt,Delivered,Delivery,10.9,,
#531 - Prenzlauer Berg - 2023-05-29,Prenzlauer Berg,#531,2023-05-29,10:14:00,Wolt,Delivered,Delivery,35.9,,
#532 - Prenzlauer Berg - 2023-05-29,Prenzlauer Berg,#532,2023-05-29,10:30:00,Wolt,Delivered,Delivery,14.8,,
#533 - Prenzlauer Berg - 2023-05-29,Prenzlauer Berg,#533,2023-05-29,10:54:00,Wolt,Delivered,Delivery,11.3,,
#534 - Prenzlauer Berg - 2023-05-29,Prenzlauer Berg,#534,2023-05-29,11:00:00,Wolt,Delivered,Delivery,13.3,,5.0
#748 - Mitte - 2023-05-29,Mitte,#748,2023-05-29,11:05:00,Wolt,Delivered,Delivery,9.8,,
