Location,OrderID,OrderUUID,OrderDate,RatingType,RatingScore,PrimaryKey
Prenzlauer Berg,#EE494,420ca2f7-ea50-5edd-9ea4-704fbe25546b,2023-05-17,Consumer To Merchant,5,#EE494 - Prenzlauer Berg - 2023-05-17
Friedrichshain,#B6DBF,16b73e2d-6f3f-54d4-b159-97ddcc38bc82,2023-05-13,Consumer To Merchant,3,#B6DBF - Friedrichshain - 2023-05-13
Prenzlauer Berg,#F05D0,5e87e159-6f42-57e2-bfec-6309f1b578b5,2023-05-23,Consumer To Merchant,5,#F05D0 - Prenzlauer Berg - 2023-05-23
Samariterkiez,#C4C84,52ec0ccc-3b78-547b-930f-3464479139c0,2023-05-16,Consumer To Merchant,5,#C4C84 - Samariterkiez - 2023-05-16
Prenzlauer Berg,#2B63D,128a10e4-5ac4-5cb3-b9b9-b13467b3ffc7,2023-05-14,Consumer To Merchant,5,#2B63D - Prenzlauer Berg - 2023-05-14
Prenzlauer Berg,#73D65,a296a040-9111-531d-87a8-c5e5811c14d9,2023-05-14,Consumer To Merchant,5,#73D65 - Prenzlauer Berg - 2023-05-14
Prenzlauer Berg,#8F668,851a253a-5a3d-5a3d-a30f-b7bd15369e17,2023-05-14,Consumer To Merchant,5,#8F668 - Prenzlauer Berg - 2023-05-14
Mitte,#9B7A8,02349b88-d13b-528f-b147-6ef018f67e18,2023-05-16,Consumer To Merchant,5,#9B7A8 - Mitte - 2023-05-16
Mitte,#ADB6E,1920dca7-3080-5f2e-93ca-fd6bfa6c4e8c,2023-05-15,Consumer To Merchant,4,#ADB6E - Mitte - 2023-05-15
Mitte,#5DBC6,8a537812-ac34-55f1-b3a4-86093db429d1,2023-05-13,Consumer To Merchant,5,#5DBC6 - Mitte - 2023-05-13
Leipzig Mitte,#ADD8E,bec17420-56b1-5d85-99c0-b58ead9f879d,2023-05-13,Consumer To Merchant,5,#ADD8E - Leipzig Mitte - 2023-05-13
Mitte,#FDD0A,85267615-cb41-5e58-a28f-60a6483908b6,2023-05-17,Consumer To Merchant,4,#FDD0A - Mitte - 2023-05-17
Leipzig Mitte,#E3B3A,9cef199a-28c6-5cfa-96c4-603875fcd9ab,2023-05-13,Consumer To Merchant,5,#E3B3A - Leipzig Mitte - 2023-05-13
Samariterkiez,#E6115,97386418-2e30-5d17-939c-7406813244db,2023-05-13,Consumer To Merchant,5,#E6115 - Samariterkiez - 2023-05-13
Mitte,#AA341,2fc68277-ddd6-5062-87fe-e71011334029,2023-05-15,Consumer To Merchant,5,#AA341 - Mitte - 2023-05-15
Bergmannkiez,#7AC51,d359389c-864a-5f80-a46c-af9510768ca9,2023-05-23,Consumer To Merchant,5,#7AC51 - Bergmannkiez - 2023-05-23
Charlottenburg,#7D524,aa8a0f91-0edb-583f-9f82-0e014fd8f2b7,2023-05-13,Consumer To Merchant,5,#7D524 - Charlottenburg - 2023-05-13
Friedrichshain,#059DC,918768af-54a3-50c1-b2d8-49aa5c82f0cc,2023-05-13,Consumer To Merchant,4,#059DC - Friedrichshain - 2023-05-13
Charlottenburg,#529B4,f2c15619-abee-5999-b47d-c295c2e868ae,2023-05-13,Consumer To Merchant,3,#529B4 - Charlottenburg - 2023-05-13
Mitte,#351E5,883f9f13-13d1-5f0f-9e23-9929fd4e5419,2023-05-12,Consumer To Merchant,5,#351E5 - Mitte - 2023-05-12
Bergmannkiez,#790F2,492bb8e7-11fc-521c-a15d-c6c4c6c33dc3,2023-05-15,Consumer To Merchant,3,#790F2 - Bergmannkiez - 2023-05-15
Bergmannkiez,#128CC,779eb906-8b89-58aa-8616-2514ad50104c,2023-05-17,Consumer To Merchant,1,#128CC - Bergmannkiez - 2023-05-17
Leipzig Mitte,#6A79D,28b9722b-5a58-57b3-a4a3-507c8aa83fd8,2023-05-14,Consumer To Merchant,5,#6A79D - Leipzig Mitte - 2023-05-14
Mitte,#E6B87,d0b8d972-64c5-585a-a658-dfbbef4dbf1c,2023-05-10,Consumer To Merchant,5,#E6B87 - Mitte - 2023-05-10
Leipzig Mitte,#64A02,354d6619-017c-5266-bb66-f128202acb57,2023-05-11,Consumer To Merchant,5,#64A02 - Leipzig Mitte - 2023-05-11
Bergmannkiez,#C7900,2400259d-c9ab-5b4a-93c2-31a8e0454fb8,2023-05-12,Consumer To Merchant,5,#C7900 - Bergmannkiez - 2023-05-12
Samariterkiez,#DB8A9,f63f8ff2-e176-53e0-a7e6-1c543eef1d13,2023-05-12,Consumer To Merchant,5,#DB8A9 - Samariterkiez - 2023-05-12
Samariterkiez,#A79DF,ab6694c9-e200-5bef-a0ae-deda57b51823,2023-05-11,Consumer To Merchant,5,#A79DF - Samariterkiez - 2023-05-11
Prenzlauer Berg,#B13C0,58620ed5-a17e-5f4f-99d8-1b0044446b9c,2023-05-11,Consumer To Merchant,5,#B13C0 - Prenzlauer Berg - 2023-05-11
Mitte,#F906F,c9dbe64c-6fa7-5cf0-aae3-7f85487378eb,2023-05-09,Consumer To Merchant,5,#F906F - Mitte - 2023-05-09
Leipzig Mitte,#5BBC0,585af2ba-9de5-522f-9df7-048e4b9096b5,2023-05-09,Consumer To Merchant,1,#5BBC0 - Leipzig Mitte - 2023-05-09
Mitte,#CBB7C,67dfdd06-3e5f-59be-b9b4-bcd52c0b7981,2023-05-10,Consumer To Merchant,5,#CBB7C - Mitte - 2023-05-10
Samariterkiez,#0A274,c63f8953-76a3-59de-918e-04cac35e0392,2023-05-12,Consumer To Merchant,5,#0A274 - Samariterkiez - 2023-05-12
Prenzlauer Berg,#4999A,1fa8dc8e-d7bf-5d82-bde0-7f00f4cce290,2023-05-11,Consumer To Merchant,4,#4999A - Prenzlauer Berg - 2023-05-11
Charlottenburg,#BA560,b25630bc-dc7e-57c7-89e5-47bd5e390aac,2023-05-10,Consumer To Merchant,5,#BA560 - Charlottenburg - 2023-05-10
Samariterkiez,#A7BCA,f23931d9-f32e-5d22-95ba-4270e2c26a48,2023-05-14,Consumer To Merchant,5,#A7BCA - Samariterkiez - 2023-05-14
Leipzig Mitte,#F033B,7721ecbf-7a40-5b00-8144-4f95bbe79408,2023-05-11,Consumer To Merchant,5,#F033B - Leipzig Mitte - 2023-05-11
Prenzlauer Berg,#44532,b3ccc311-8202-5e86-9f64-66ad9189930b,2023-05-12,Consumer To Merchant,4,#44532 - Prenzlauer Berg - 2023-05-12
Mitte,#69825,1fbeff74-a0e7-543a-a475-2f1ea8c64092,2023-05-07,Consumer To Merchant,5,#69825 - Mitte - 2023-05-07
Friedrichshain,#525E7,7ed08977-9c6f-56f4-895e-b8ad04763dad,2023-05-09,Consumer To Merchant,5,#525E7 - Friedrichshain - 2023-05-09
Samariterkiez,#074B2,34dbb8c4-8178-5af7-bb32-bfd731a0a721,2023-05-10,Consumer To Merchant,4,#074B2 - Samariterkiez - 2023-05-10
Samariterkiez,#AF5B4,76e323fe-ec7e-50c1-8d49-e5defba0a139,2023-05-12,Consumer To Merchant,4,#AF5B4 - Samariterkiez - 2023-05-12
Mitte,#E1A57,38000041-d1b4-5730-8f29-3805fd1ae132,2023-05-06,Consumer To Merchant,5,#E1A57 - Mitte - 2023-05-06
Friedrichshain,#B80C3,c0dc45e2-c333-5b0b-a591-5a2ad0986462,2023-05-06,Consumer To Merchant,1,#B80C3 - Friedrichshain - 2023-05-06
Prenzlauer Berg,#22B3F,afd5e51f-f8e5-58af-b9f1-7472d273d88d,2023-05-07,Consumer To Merchant,5,#22B3F - Prenzlauer Berg - 2023-05-07
Charlottenburg,#2287D,44b84845-a8a8-5df2-bd3b-6ad9937be1b4,2023-05-08,Consumer To Merchant,5,#2287D - Charlottenburg - 2023-05-08
Friedrichshain,#D5029,f8b17e56-e30d-5860-b5f5-5be086806536,2023-05-08,Consumer To Merchant,3,#D5029 - Friedrichshain - 2023-05-08
Bergmannkiez,#1B771,4c8912c9-da7d-592f-934a-59a5ed568982,2023-05-06,Consumer To Merchant,5,#1B771 - Bergmannkiez - 2023-05-06
Samariterkiez,#7A3EE,6e383d0b-9400-5857-8552-763fba92fe5b,2023-05-08,Consumer To Merchant,5,#7A3EE - Samariterkiez - 2023-05-08
Mitte,#61E10,97b3cfb1-c37b-52ef-8d86-332a51794e5b,2023-05-06,Consumer To Merchant,5,#61E10 - Mitte - 2023-05-06
Mitte,#F3412,d600e4aa-2975-5774-b9d4-2b5ec1781ae5,2023-05-06,Consumer To Merchant,5,#F3412 - Mitte - 2023-05-06
Prenzlauer Berg,#3A273,a3abb4d1-f1f7-5d93-84fa-e68d75978ac4,2023-05-08,Consumer To Merchant,5,#3A273 - Prenzlauer Berg - 2023-05-08
Samariterkiez,#9A472,2ed7eed4-118e-5cd4-a7b2-9fea4253d4b9,2023-05-07,Consumer To Merchant,4,#9A472 - Samariterkiez - 2023-05-07
Friedrichshain,#7F85C,453066c1-ab4c-5b70-80f4-785e86b4899c,2023-05-07,Consumer To Merchant,5,#7F85C - Friedrichshain - 2023-05-07
Friedrichshain,#CC8E5,4527713d-d9dd-5d07-8516-4fd09f099392,2023-05-06,Consumer To Merchant,5,#CC8E5 - Friedrichshain - 2023-05-06
Charlottenburg,#D38F6,52a9aff3-b9bf-5921-a323-79d698e2e6bc,2023-05-12,Consumer To Merchant,5,#D38F6 - Charlottenburg - 2023-05-12
Prenzlauer Berg,#DD04E,52b2785d-7192-5017-9766-4717d3d64694,2023-05-08,Consumer To Merchant,5,#DD04E - Prenzlauer Berg - 2023-05-08
Charlottenburg,#ED5B0,8ddb8033-fe72-52d0-b71d-fcbda4f269f9,2023-05-07,Consumer To Merchant,5,#ED5B0 - Charlottenburg - 2023-05-07
Leipzig Mitte,#264DC,c5ffdc25-0ca8-512f-86ac-18a1e5d1260c,2023-05-09,Consumer To Merchant,3,#264DC - Leipzig Mitte - 2023-05-09
Kreuzberg,#E2987,091d1338-67bb-59f3-ada3-2719564287c2,2023-05-06,Consumer To Merchant,5,#E2987 - Kreuzberg - 2023-05-06
Prenzlauer Berg,#43E54,0092fa05-ad92-5178-8e74-556f0339d857,2023-05-08,Consumer To Merchant,4,#43E54 - Prenzlauer Berg - 2023-05-08
Prenzlauer Berg,#6302C,31de0954-a1fa-5e4f-b528-1436397410e9,2023-05-07,Consumer To Merchant,5,#6302C - Prenzlauer Berg - 2023-05-07
Leipzig Mitte,#1B932,e1726c29-4673-5cdf-a5e2-36802be4a093,2023-05-06,Consumer To Merchant,5,#1B932 - Leipzig Mitte - 2023-05-06
Bergmannkiez,#AC75D,9493e451-5e67-5c8f-8ce8-440ef048c142,2023-05-03,Consumer To Merchant,1,#AC75D - Bergmannkiez - 2023-05-03
Mitte,#A0B30,f33d3914-46cf-5231-bbe4-6d27f5956b56,2023-05-06,Consumer To Merchant,5,#A0B30 - Mitte - 2023-05-06
Leipzig Mitte,#FD873,b886453c-7177-5f4a-b1ba-b008531d44fb,2023-05-07,Consumer To Merchant,3,#FD873 - Leipzig Mitte - 2023-05-07
Prenzlauer Berg,#8DF0E,237b2982-93d2-5982-84c3-6caccb9b30da,2023-05-07,Consumer To Merchant,5,#8DF0E - Prenzlauer Berg - 2023-05-07
Friedrichshain,#EED4F,d88ae579-92f2-5995-a70e-d865f41e5e1a,2023-05-06,Consumer To Merchant,3,#EED4F - Friedrichshain - 2023-05-06
Prenzlauer Berg,#FE06F,607774c5-c5ed-5133-9a74-b2ce00066118,2023-05-07,Consumer To Merchant,4,#FE06F - Prenzlauer Berg - 2023-05-07
Mitte,#E93A8,81294360-e999-5246-91a9-8ffdb5484352,2023-05-09,Consumer To Merchant,5,#E93A8 - Mitte - 2023-05-09
Samariterkiez,#44F04,f74ba266-ec70-5c4b-b540-31f18f5c2f56,2023-05-05,Consumer To Merchant,5,#44F04 - Samariterkiez - 2023-05-05
Bergmannkiez,#B0E0D,647d1cb6-a058-5161-9b53-f7f8370d7f9b,2023-05-03,Consumer To Merchant,5,#B0E0D - Bergmannkiez - 2023-05-03
Bergmannkiez,#C53B8,9ea61d7b-1c2b-5448-bb44-127d5b27e0d8,2023-05-03,Consumer To Merchant,5,#C53B8 - Bergmannkiez - 2023-05-03
Prenzlauer Berg,#666AD,64ee5911-c9f1-53d2-966d-3d41b5b99ad6,2023-05-06,Consumer To Merchant,5,#666AD - Prenzlauer Berg - 2023-05-06
Mitte,#D79EE,d2326318-b821-589c-81e3-8c66fe827755,2023-05-07,Consumer To Merchant,1,#D79EE - Mitte - 2023-05-07
Prenzlauer Berg,#A8B5B,f0c5a335-b1ea-5086-aec9-bfb7f35efb37,2023-05-07,Consumer To Merchant,3,#A8B5B - Prenzlauer Berg - 2023-05-07
Bergmannkiez,#5EFC6,204ac29e-0667-5b65-af91-6c2666a1cbdb,2023-05-03,Consumer To Merchant,5,#5EFC6 - Bergmannkiez - 2023-05-03
Friedrichshain,#561E7,f6d81087-25ce-53ae-9d9e-eff70326f21f,2023-05-05,Consumer To Merchant,2,#561E7 - Friedrichshain - 2023-05-05
Mitte,#88B66,7e2eb959-ae22-58e0-8c8a-9d2a4b114cc4,2023-05-05,Consumer To Merchant,5,#88B66 - Mitte - 2023-05-05
Prenzlauer Berg,#EE843,90e6df4b-5df2-5c4d-afdf-075f585c39e0,2023-05-03,Consumer To Merchant,5,#EE843 - Prenzlauer Berg - 2023-05-03
Mitte,#5A172,f1642a16-2859-5ab1-9178-766bdb21dac0,2023-05-05,Consumer To Merchant,1,#5A172 - Mitte - 2023-05-05
Bergmannkiez,#1D7B7,0a647d9d-eb32-5b8b-92d6-a9500f1b9a32,2023-05-05,Consumer To Merchant,5,#1D7B7 - Bergmannkiez - 2023-05-05
Prenzlauer Berg,#044BE,c3848af3-1c26-5fc1-9380-c5a9fa75183c,2023-05-06,Consumer To Merchant,5,#044BE - Prenzlauer Berg - 2023-05-06
Samariterkiez,#845C0,720c6ad8-6f42-590b-972e-00cd90656b0a,2023-05-05,Consumer To Merchant,2,#845C0 - Samariterkiez - 2023-05-05
Mitte,#A8C38,0c586291-791a-5d6c-88e8-7b86a0709a08,2023-05-04,Consumer To Merchant,2,#A8C38 - Mitte - 2023-05-04
Mitte,#FC73C,bde2c79f-290d-525e-8dd8-22677a28bb73,2023-05-05,Consumer To Merchant,4,#FC73C - Mitte - 2023-05-05
Prenzlauer Berg,#20744,cf9256ed-b936-5889-a1ff-8bfeb18402a4,2023-05-05,Consumer To Merchant,5,#20744 - Prenzlauer Berg - 2023-05-05
Bergmannkiez,#90989,349e7961-888d-507b-a0d5-cb5eeb58af0f,2023-05-02,Consumer To Merchant,5,#90989 - Bergmannkiez - 2023-05-02
Charlottenburg,#747C9,948f3720-65b9-5b5a-b6fa-00c90b0c69ac,2023-05-05,Consumer To Merchant,4,#747C9 - Charlottenburg - 2023-05-05
Prenzlauer Berg,#EF569,65e98afb-63ff-543d-ae46-b9df55b69482,2023-05-03,Consumer To Merchant,5,#EF569 - Prenzlauer Berg - 2023-05-03
Friedrichshain,#B1AB7,b1dc38b3-baa9-5f0b-95d5-3fb44fbd82d5,2023-05-01,Consumer To Merchant,5,#B1AB7 - Friedrichshain - 2023-05-01
Charlottenburg,#B8686,b44eea16-35aa-5bba-82bf-f7d31fefe469,2023-05-01,Consumer To Merchant,5,#B8686 - Charlottenburg - 2023-05-01
Mitte,#2FED9,6c53fb3b-170f-5186-a0d5-411fe9e1a6e4,2023-05-02,Consumer To Merchant,3,#2FED9 - Mitte - 2023-05-02
Prenzlauer Berg,#EDE63,5043a27d-b01f-5636-a059-5cc3784d88ca,2023-05-02,Consumer To Merchant,5,#EDE63 - Prenzlauer Berg - 2023-05-02
Kreuzberg,#B7D0B,8bba1e29-6bf0-5d10-bdf0-033a83cde145,2023-05-02,Consumer To Merchant,5,#B7D0B - Kreuzberg - 2023-05-02
Charlottenburg,#64366,8db6b6f0-6540-5ed1-9e6a-fb458ff099c4,2023-05-01,Consumer To Merchant,2,#64366 - Charlottenburg - 2023-05-01
Charlottenburg,#B5533,757afa8a-60ba-5d41-851c-8b94753eca5d,2023-05-01,Consumer To Merchant,5,#B5533 - Charlottenburg - 2023-05-01
Friedrichshain,#A5B67,f4b691d4-fa65-5b99-9b63-ea8a26a5728a,2023-05-01,Consumer To Merchant,5,#A5B67 - Friedrichshain - 2023-05-01
Samariterkiez,#8EB52,a203bbdf-59d3-5570-a432-24b21685143c,2023-05-02,Consumer To Merchant,5,#8EB52 - Samariterkiez - 2023-05-02
Mitte,#F8E40,a9a8f460-8b83-597b-a5f0-52c3ab5e51bc,2023-05-01,Consumer To Merchant,5,#F8E40 - Mitte - 2023-05-01
Nollendorfkiez,#5DFAA,8c25c915-b1c0-53bb-a9a8-aecdbf41d8c5,2023-06-29,Consumer To Merchant,1,#5DFAA - Nollendorfkiez - 2023-06-29
Nollendorfkiez,#CC6AD,17a75e73-0385-560e-a088-1c92b3d2a987,2023-06-30,Consumer To Merchant,5,#CC6AD - Nollendorfkiez - 2023-06-30
Samariterkiez,#9403A,5f48d4df-4173-5735-bde5-d0493901a4c3,2023-06-30,Consumer To Merchant,5,#9403A - Samariterkiez - 2023-06-30
Leipzig Mitte,#E0144,1c9f38e3-270e-58ea-9882-315114cbacda,2023-06-30,Consumer To Merchant,4,#E0144 - Leipzig Mitte - 2023-06-30
Nollendorfkiez,#0B65E,8d20e51b-8477-54de-812a-615cae0fb4b3,2023-06-29,Consumer To Merchant,5,#0B65E - Nollendorfkiez - 2023-06-29
Schillerkiez,#C634F,f80d4909-cb16-5a69-86ee-0630a4d15df1,2023-06-29,Consumer To Merchant,5,#C634F - Schillerkiez - 2023-06-29
Nollendorfkiez,#48E2C,7c7f1d78-bb53-5063-91b5-7941a5d93543,2023-06-30,Consumer To Merchant,5,#48E2C - Nollendorfkiez - 2023-06-30
Mitte,#902D9,667b96b0-07e0-5334-a005-d97b30d0e8ec,2023-06-29,Consumer To Merchant,4,#902D9 - Mitte - 2023-06-29
Leipzig Mitte,#F28E2,2d38bbde-56d5-5450-8203-2c2e3580f55b,2023-06-30,Consumer To Merchant,4,#F28E2 - Leipzig Mitte - 2023-06-30
DTM Westend,#DDE71,714cfefb-f295-5785-b628-42c76f9a0714,2023-06-24,Consumer To Merchant,3,#DDE71 - DTM Westend - 2023-06-24
Nollendorfkiez,#D79FE,0b6273cf-0e3c-5abb-b8f0-5cf876a76de6,2023-06-29,Consumer To Merchant,5,#D79FE - Nollendorfkiez - 2023-06-29
Schillerkiez,#B0C42,1826966a-fdc1-54ea-a4fd-a4a8f7f39c0f,2023-06-30,Consumer To Merchant,5,#B0C42 - Schillerkiez - 2023-06-30
Nollendorfkiez,#C0B00,fccaf392-511d-5c15-8524-ed4cbf88ba99,2023-06-29,Consumer To Merchant,5,#C0B00 - Nollendorfkiez - 2023-06-29
Charlottenburg,#84F7F,427b72c4-0f35-563c-a3eb-620c2f3f9802,2023-06-23,Consumer To Merchant,5,#84F7F - Charlottenburg - 2023-06-23
Mitte,#EBD45,a6def96c-536b-5b79-a4be-c7a5267e8b1e,2023-06-28,Consumer To Merchant,5,#EBD45 - Mitte - 2023-06-28
Prenzlauer Berg,#64F7F,b56b8cf3-fbe9-5f36-8338-c4540ec8082b,2023-06-23,Consumer To Merchant,5,#64F7F - Prenzlauer Berg - 2023-06-23
Leipzig Mitte,#1A99D,eb5aea21-4ea7-5677-9b77-8311c4d02933,2023-06-23,Consumer To Merchant,2,#1A99D - Leipzig Mitte - 2023-06-23
Charlottenburg,#DFCAD,36c041ee-7024-5ae9-a19f-b4ccc5c7dcf7,2023-06-23,Consumer To Merchant,5,#DFCAD - Charlottenburg - 2023-06-23
Charlottenburg,#D7FC2,27423170-ec34-5ce6-ac92-a687197ad559,2023-06-28,Consumer To Merchant,4,#D7FC2 - Charlottenburg - 2023-06-28
DTM Westend,#DA48F,de1c4461-c0f7-557c-bbef-fd2998c0c281,2023-06-28,Consumer To Merchant,4,#DA48F - DTM Westend - 2023-06-28
Mitte,#321A0,f26f814f-dc34-5de4-bdb6-2ebcd6002323,2023-06-28,Consumer To Merchant,1,#321A0 - Mitte - 2023-06-28
Mitte,#B4096,5a67f816-aaca-5c38-a935-a92a98b05be1,2023-06-30,Consumer To Merchant,1,#B4096 - Mitte - 2023-06-30
Leipzig Mitte,#B1C59,c45dd905-62d4-5853-82c5-578635719876,2023-06-30,Consumer To Merchant,2,#B1C59 - Leipzig Mitte - 2023-06-30
Nollendorfkiez,#A7C16,5857fdc9-e3ce-566a-a545-239bdf5e7f26,2023-06-29,Consumer To Merchant,5,#A7C16 - Nollendorfkiez - 2023-06-29
Charlottenburg,#FDC32,040f6455-2431-5e1e-ac2a-3ddce67d3b67,2023-06-24,Consumer To Merchant,1,#FDC32 - Charlottenburg - 2023-06-24
Nollendorfkiez,#34256,e74d467b-9707-5ff4-83b7-90f1386d0cd7,2023-06-29,Consumer To Merchant,5,#34256 - Nollendorfkiez - 2023-06-29
Nollendorfkiez,#FF00D,c08ce247-c038-5bf9-a13a-2d256b9a1eda,2023-06-25,Consumer To Merchant,5,#FF00D - Nollendorfkiez - 2023-06-25
DTM Westend,#E5ADC,f553c75d-0ec1-5c06-bef1-e27fafda6bce,2023-06-29,Consumer To Merchant,5,#E5ADC - DTM Westend - 2023-06-29
DTM Westend,#E95AD,2186f8e4-784a-5939-8b57-cae834efb0b1,2023-06-30,Consumer To Merchant,5,#E95AD - DTM Westend - 2023-06-30
Mitte,#3694D,2ce1703f-c195-5256-a4e7-7e9b5a2cf84d,2023-06-19,Consumer To Merchant,5,#3694D - Mitte - 2023-06-19
Schillerkiez,#769AA,dd65d955-a8ca-5bb2-84fa-bb2e171c2013,2023-06-15,Consumer To Merchant,5,#769AA - Schillerkiez - 2023-06-15
Samariterkiez,#A19E9,6db08b6f-786b-59ae-bf0e-70bbcb676152,2023-06-30,Consumer To Merchant,5,#A19E9 - Samariterkiez - 2023-06-30
Charlottenburg,#26A19,f55727b5-6682-5a8a-a693-08c8413e5cba,2023-06-30,Consumer To Merchant,5,#26A19 - Charlottenburg - 2023-06-30
Nollendorfkiez,#D2E9E,733cd5cd-f9d8-5f50-86ad-a584cc718c33,2023-06-23,Consumer To Merchant,3,#D2E9E - Nollendorfkiez - 2023-06-23
Prenzlauer Berg,#4F768,a8400c26-3f1c-59f9-92df-d964f576fbba,2023-06-24,Consumer To Merchant,5,#4F768 - Prenzlauer Berg - 2023-06-24
Nollendorfkiez,#AD704,3e27eee9-d7e1-5fdc-b3f0-134f9f2bac09,2023-06-24,Consumer To Merchant,4,#AD704 - Nollendorfkiez - 2023-06-24
Mitte,#2140E,818d4c62-6b79-52dd-9072-63d8291809b7,2023-06-27,Consumer To Merchant,3,#2140E - Mitte - 2023-06-27
Prenzlauer Berg,#6EAC6,7a08c9dc-d08a-57e3-97f6-12f1e35ea861,2023-06-18,Consumer To Merchant,4,#6EAC6 - Prenzlauer Berg - 2023-06-18
Prenzlauer Berg,#4DF89,7f332a83-52dc-5f70-818e-c76d8e5bd139,2023-06-15,Consumer To Merchant,5,#4DF89 - Prenzlauer Berg - 2023-06-15
Samariterkiez,#D2537,ff7ecb83-ce94-5a4a-b739-0b2c43d93edc,2023-06-28,Consumer To Merchant,5,#D2537 - Samariterkiez - 2023-06-28
Schillerkiez,#923D8,3a9ce173-1f3a-5613-8eb6-3b1aca7a05ce,2023-06-18,Consumer To Merchant,5,#923D8 - Schillerkiez - 2023-06-18
Leipzig Mitte,#EFDA5,e429034d-6ae8-5062-9e3e-000780ed0cff,2023-06-25,Consumer To Merchant,4,#EFDA5 - Leipzig Mitte - 2023-06-25
Leipzig Mitte,#3F2ED,d105857e-b74f-518b-bbc5-4170503b640e,2023-06-23,Consumer To Merchant,4,#3F2ED - Leipzig Mitte - 2023-06-23
Prenzlauer Berg,#3BFB0,9d50a254-0a68-5825-9601-b2c39ee53d90,2023-06-23,Consumer To Merchant,5,#3BFB0 - Prenzlauer Berg - 2023-06-23
Prenzlauer Berg,#83849,dd57a7a7-f805-513a-b3fd-981f3ff6bdbb,2023-06-19,Consumer To Merchant,5,#83849 - Prenzlauer Berg - 2023-06-19
Charlottenburg,#CDF0B,4f5fcb91-1810-534a-8808-bcbe0ff512a3,2023-06-16,Consumer To Merchant,2,#CDF0B - Charlottenburg - 2023-06-16
Mitte,#FC5C0,31bd4d63-2372-549f-b68c-9c32ab7b221c,2023-06-28,Consumer To Merchant,5,#FC5C0 - Mitte - 2023-06-28
Prenzlauer Berg,#A0A51,111bfa0d-9690-5eb1-807f-b891c43b8181,2023-06-09,Consumer To Merchant,5,#A0A51 - Prenzlauer Berg - 2023-06-09
Leipzig Mitte,#D5201,11321a58-8522-57cc-a416-fa8973f6079c,2023-06-18,Consumer To Merchant,5,#D5201 - Leipzig Mitte - 2023-06-18
Nollendorfkiez,#3ECD2,ab106275-e449-5632-9d59-82b3b1f9ddce,2023-06-25,Consumer To Merchant,4,#3ECD2 - Nollendorfkiez - 2023-06-25
Charlottenburg,#07D6E,268c119a-78cb-5fa8-ae74-4d562cda3c03,2023-06-23,Consumer To Merchant,5,#07D6E - Charlottenburg - 2023-06-23
Nollendorfkiez,#2EFF6,45c5dc9d-8ce9-5c62-84e2-f4a84e1baef3,2023-06-20,Consumer To Merchant,5,#2EFF6 - Nollendorfkiez - 2023-06-20
Mitte,#0AE09,953255d0-e0d4-504b-8f2b-ff2557c3c2bd,2023-06-25,Consumer To Merchant,5,#0AE09 - Mitte - 2023-06-25
Leipzig Mitte,#FFC34,1b15b49d-0d78-51be-b7c4-124946f6f5ab,2023-06-28,Consumer To Merchant,5,#FFC34 - Leipzig Mitte - 2023-06-28
Prenzlauer Berg,#DA5E5,8ed3bc36-c14d-597b-a3e6-8b6924a799db,2023-06-24,Consumer To Merchant,5,#DA5E5 - Prenzlauer Berg - 2023-06-24
Mitte,#06DF3,f1dc8ac6-85ce-5560-b629-202c24c94af4,2023-06-24,Consumer To Merchant,1,#06DF3 - Mitte - 2023-06-24
Mitte,#C6417,4dfd074d-7120-5fc9-a245-19a5c0a248a9,2023-06-24,Consumer To Merchant,5,#C6417 - Mitte - 2023-06-24
Kreuzberg,#7F2D4,9d34ba89-6cd6-512a-9f82-648eaed1de41,2023-06-22,Consumer To Merchant,5,#7F2D4 - Kreuzberg - 2023-06-22
Samariterkiez,#6B8BD,c8679344-fce1-54af-8be3-4da8b56d63a9,2023-06-27,Consumer To Merchant,5,#6B8BD - Samariterkiez - 2023-06-27
Charlottenburg,#9A54F,f36f8aab-3f9c-5ab5-879d-51393b0ab4ab,2023-06-16,Consumer To Merchant,3,#9A54F - Charlottenburg - 2023-06-16
Charlottenburg,#E0822,1eeda18b-664c-53f5-9701-cb6a440b02dc,2023-06-26,Consumer To Merchant,5,#E0822 - Charlottenburg - 2023-06-26
Prenzlauer Berg,#F20F8,9cac3224-a89d-5a2e-adb5-32a2494c5f53,2023-06-18,Consumer To Merchant,2,#F20F8 - Prenzlauer Berg - 2023-06-18
Leipzig Mitte,#5DF40,65299c6e-6713-5aa0-9781-1c3cc03ecbd4,2023-06-23,Consumer To Merchant,5,#5DF40 - Leipzig Mitte - 2023-06-23
Kreuzberg,#977E0,d19b90ab-fb8c-5bd3-bb4b-62d3d764e9bc,2023-06-19,Consumer To Merchant,5,#977E0 - Kreuzberg - 2023-06-19
Leipzig Mitte,#DFA79,1c70ac21-ebbd-567b-b35f-65abe0df9233,2023-06-24,Consumer To Merchant,4,#DFA79 - Leipzig Mitte - 2023-06-24
Leipzig Mitte,#1E8BA,e39109ef-cb21-5edd-917c-b29f9fba8874,2023-06-21,Consumer To Merchant,5,#1E8BA - Leipzig Mitte - 2023-06-21
Prenzlauer Berg,#E206A,c85538d2-8dfe-5a50-ac00-ad52af7db9b2,2023-06-26,Consumer To Merchant,5,#E206A - Prenzlauer Berg - 2023-06-26
